kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
16,1,8,2,7168,32,2,[16; 1; 8; 2; 7168; 32; 2],0.09810234850738198,0.07125728153328202,tvm
64,8,4,2,896,128,8,[64; 8; 4; 2; 896; 128; 8],0.015358288750576321,0.4551618204472388,tvm
64,8,8,8,7168,32,2,[64; 8; 8; 8; 7168; 32; 2],0.1321044000214897,0.05291653166381669,tvm
1,1,8,1,256,16,1,[1; 1; 8; 1; 256; 16; 1],0.05282309401081875,0.13233807669870556,tvm
128,4,64,4,3584,64,4,[128; 4; 64; 4; 3584; 64; 4],0.04587850625102874,0.15236997099289643,tvm
8,4,64,2,256,32,2,[8; 4; 64; 2; 256; 32; 2],0.017621076876821462,0.39671279545133187,tvm
32,2,4,4,224,32,2,[32; 2; 4; 4; 224; 32; 2],0.02657373750116676,0.26306072551366694,tvm
64,32,4,2,896,112,7,[64; 32; 4; 2; 896; 112; 7],0.02282494587416295,0.306266078579388,tvm
8,4,16,4,64,16,1,[8; 4; 16; 4; 64; 16; 1],0.02977553724485915,0.23477348566980438,tvm
4,4,32,1,448,64,4,[4; 4; 32; 1; 448; 64; 4],0.017806632378778886,0.39257881658733107,tvm
32,16,2,1,1024,128,8,[32; 16; 2; 1; 1024; 128; 8],0.02857430125004612,0.24464313599463378,tvm
2,1,32,4,512,64,4,[2; 1; 32; 4; 512; 64; 4],0.04218647450034041,0.1657049267440032,tvm
32,1,32,8,512,32,2,[32; 1; 32; 8; 512; 32; 2],0.04858869999588933,0.14387103724236444,tvm
32,2,16,8,224,32,2,[32; 2; 16; 8; 224; 32; 2],0.031812571760383435,0.2197403818628718,tvm
32,16,8,8,256,32,2,[32; 16; 8; 8; 256; 32; 2],0.01713906224904349,0.4078698452161114,tvm
8,2,1,1,128,32,2,[8; 2; 1; 1; 128; 32; 2],0.017106224499002565,0.4086528074663273,tvm
64,1,16,2,256,128,8,[64; 1; 16; 2; 256; 128; 8],0.01732706537586637,0.4034443522330818,tvm
1,1,64,4,448,64,4,[1; 1; 64; 4; 448; 64; 4],0.054450173483928666,0.1283835517756424,tvm
32,4,64,8,32,32,2,[32; 4; 64; 8; 32; 32; 2],0.026280889491317794,0.265992011761096,tvm
4,4,16,1,7168,128,8,[4; 4; 16; 1; 7168; 128; 8],0.1098032520385459,0.06366393104835076,tvm
16,16,16,2,3584,112,7,[16; 16; 16; 2; 3584; 112; 7],0.03044124349253252,0.22963932693424607,tvm
2,2,8,2,128,16,1,[2; 2; 8; 2; 128; 16; 1],0.019242105750890914,0.36329218626932264,tvm
16,4,64,2,896,64,4,[16; 4; 64; 2; 896; 64; 4],0.0174916993782972,0.3996470849104649,tvm
128,2,8,8,1792,16,1,[128; 2; 8; 8; 1792; 16; 1],0.04427525875507854,0.15788742659499036,tvm
8,4,2,1,224,224,14,[8; 4; 2; 1; 224; 224; 14],0.023936809244332835,0.2920400373880953,tvm
64,32,16,16,1792,16,1,[64; 32; 16; 16; 1792; 16; 1],0.04411426700244192,0.15846362507348724,tvm
8,4,1,1,64,64,4,[8; 4; 1; 1; 64; 64; 4],0.016147961126989685,0.4329033623311578,tvm
2,1,16,16,1792,16,1,[2; 1; 16; 16; 1792; 16; 1],0.047027975000673905,0.14864570857168513,tvm
32,4,2,2,64,64,4,[32; 4; 2; 2; 64; 64; 4],0.02275322625064291,0.3072314488354874,tvm
64,64,8,4,2048,32,2,[64; 64; 8; 4; 2048; 32; 2],0.022085234748374205,0.3165239919933959,tvm
64,2,64,2,448,112,7,[64; 2; 64; 2; 448; 112; 7],0.028621648001717404,0.2442384402969113,tvm
256,64,16,8,224,16,1,[256; 64; 16; 8; 224; 16; 1],0.04323015299451072,0.16170441653431825,tvm
16,16,8,1,2048,64,4,[16; 16; 8; 1; 2048; 64; 4],0.01860726161976345,0.3756870199127955,tvm
2,2,16,1,1792,64,4,[2; 2; 16; 1; 1792; 64; 4],0.02885811825399287,0.24223709270092292,tvm
8,2,32,2,112,16,1,[8; 2; 32; 2; 112; 16; 1],0.022066821751650423,0.31678810593300927,tvm
32,2,64,8,14336,32,2,[32; 2; 64; 8; 14336; 32; 2],0.4140652399510145,0.016882621365400464,tvm
1,1,32,4,1024,32,2,[1; 1; 32; 4; 1024; 32; 2],0.14247768599307165,0.049063870022472145,tvm
512,128,16,16,1024,16,1,[512; 128; 16; 16; 1024; 16; 1],0.21539754298282787,0.03245397588970628,tvm
128,16,64,4,64,64,4,[128; 16; 64; 4; 64; 64; 4],0.018838709620467853,0.3710714166469041,tvm
16,8,16,2,1792,128,8,[16; 8; 16; 2; 1792; 128; 8],0.016012854997825343,0.43655592132795973,tvm
256,4,32,16,448,16,1,[256; 4; 32; 16; 448; 16; 1],0.0440508704923559,0.1586916805169542,tvm
2,1,16,8,448,16,1,[2; 1; 16; 8; 448; 16; 1],0.0346941220050212,0.20148965480823947,tvm
2,2,2,2,7168,32,2,[2; 2; 2; 2; 7168; 32; 2],0.21777160896454006,0.032100174581549505,tvm
8,2,16,8,224,16,1,[8; 2; 16; 8; 224; 16; 1],0.033536724498844706,0.20844333402051474,tvm
64,8,8,8,32,16,1,[64; 8; 8; 8; 32; 16; 1],0.02521018525294494,0.27728898445322087,tvm
256,1,8,4,128,32,2,[256; 1; 8; 4; 128; 32; 2],0.06447503998060711,0.10842190510884958,tvm
2,2,32,1,1792,16,1,[2; 2; 32; 1; 1792; 16; 1],0.041615897993324324,0.16797683106076494,tvm
64,64,32,4,256,64,4,[64; 64; 32; 4; 256; 64; 4],0.014993648874224164,0.46623118397044533,tvm
2,2,16,8,128,32,2,[2; 2; 16; 8; 128; 32; 2],0.03312801450374536,0.21101496034047978,tvm
16,4,32,2,224,16,1,[16; 4; 32; 2; 224; 16; 1],0.01995017512672348,0.350398260780318,tvm
8,4,8,1,256,32,2,[8; 4; 8; 1; 256; 32; 2],0.017791795879020356,0.39290618632319735,tvm
1,1,2,2,256,128,8,[1; 1; 2; 2; 256; 128; 8],0.05120226097642444,0.13652730432910715,tvm
16,2,64,2,256,32,2,[16; 2; 64; 2; 256; 32; 2],0.017290533876803238,0.4042967508392001,tvm
2,1,64,8,16,16,1,[2; 1; 64; 8; 16; 16; 1],0.05444096098653972,0.12840527683548858,tvm
32,1,8,8,2048,16,1,[32; 1; 8; 8; 2048; 16; 1],0.08407451200764626,0.08314656249245796,tvm
32,4,16,1,1792,224,14,[32; 4; 16; 1; 1792; 224; 14],0.02756905551359523,0.2535635166471123,tvm
256,2,16,16,16,16,1,[256; 2; 16; 16; 16; 16; 1],0.06380998849635944,0.10955191861640122,tvm
64,32,64,16,16,16,1,[64; 32; 64; 16; 16; 16; 1],0.03978278399154078,0.17571687964706276,tvm
32,32,16,1,14336,128,8,[32; 32; 16; 1; 14336; 128; 8],0.21723704895703122,0.03217916419058595,tvm
16,16,2,1,128,16,1,[16; 16; 2; 1; 128; 16; 1],0.026146780743147247,0.2673563042172522,tvm
32,4,32,16,128,16,1,[32; 4; 32; 16; 128; 16; 1],0.03477594250580296,0.20101559189949147,tvm
64,64,64,8,3584,32,2,[64; 64; 64; 8; 3584; 32; 2],0.06248329850495793,0.11187800314530424,tvm
64,64,32,1,1792,128,8,[64; 64; 32; 1; 1792; 128; 8],0.016094780621642713,0.4343337651503312,tvm
16,8,16,1,128,16,1,[16; 8; 16; 1; 128; 16; 1],0.022643471500487067,0.3087206246849693,tvm
