kc,ku,mc,mr,nc,nr,X,time,peak,backend
1024,64,2,1,16,16,[1024; 64; 2; 1; 16; 16],0.14776336698560044,0.12374998390160014,tvm
320,32,50,1,256,64,[320; 32; 50; 1; 256; 64],0.08442431699950248,0.2165929786061763,tvm
128,4,30,1,128,64,[128; 4; 30; 1; 128; 64],0.08753734698984772,0.2088904326496781,tvm
256,2,2,1,64,16,[256; 2; 2; 1; 64; 16],0.16451098897960037,0.11115193215440304,tvm
40,2,2,1,16,16,[40; 2; 2; 1; 16; 16],0.11475437495391816,0.15934655470048326,tvm
512,32,150,1,256,128,[512; 32; 150; 1; 256; 128],0.08328553999308497,0.21955449033808885,tvm
32,32,20,1,320,64,[32; 32; 20; 1; 320; 64],0.07693138849572279,0.2376886033550653,tvm
640,1,20,1,320,16,[640; 1; 20; 1; 320; 16],0.2964101429679431,0.0616905821866288,tvm
5120,64,100,1,320,16,[5120; 64; 100; 1; 320; 16],0.6231627329834737,0.029343401519165018,tvm
5120,32,5,1,1280,64,[5120; 32; 5; 1; 1280; 64],1.8491772300330922,0.009888567730950835,tvm
1280,8,150,1,320,64,[1280; 8; 150; 1; 320; 64],0.3209893250023015,0.05696673646571636,tvm
128,4,500,1,32,16,[128; 4; 500; 1; 32; 16],0.13362347899237648,0.1368450696210172,tvm
80,10,500,1,320,16,[80; 10; 500; 1; 320; 16],0.23970544699113816,0.07628409998705747,tvm
40,10,12,1,64,16,[40; 10; 12; 1; 64; 16],0.09416858150507323,0.1941806279064442,tvm
5120,10,125,1,160,16,[5120; 10; 125; 1; 160; 16],0.3159853990073316,0.05786885831800734,tvm
640,40,300,1,320,64,[640; 40; 300; 1; 320; 64],0.10754284198628739,0.17003190494115702,tvm
320,10,75,1,256,64,[320; 10; 75; 1; 256; 64],0.08491612548823468,0.21533853765204836,tvm
256,32,1,1,128,128,[256; 32; 1; 1; 128; 128],0.08426981250522658,0.21699009101960645,tvm
20,4,50,1,1280,16,[20; 4; 50; 1; 1280; 16],0.5689784020069055,0.03213780034745916,tvm
5120,2,20,1,320,64,[5120; 2; 20; 1; 320; 64],0.4583103570039384,0.03989810399496853,tvm
2,1,10,1,1280,64,[2; 1; 10; 1; 1280; 64],0.9840500190039165,0.018582098402095057,tvm
2560,40,500,1,640,16,[2560; 40; 500; 1; 640; 16],1.220198066032026,0.014985857456058573,tvm
80,2,5,1,256,128,[80; 2; 5; 1; 256; 128],0.08824911448755302,0.20720564044065704,tvm
1024,8,6,1,640,16,[1024; 8; 6; 1; 640; 16],0.7143624629825354,0.025597249622229007,tvm
4,2,3,1,128,64,[4; 2; 3; 1; 128; 64],0.07454922300530598,0.24528376753722594,tvm
160,32,150,1,64,64,[160; 32; 150; 1; 64; 64],0.0674035394913517,0.2712871523321184,tvm
20,4,10,1,64,64,[20; 4; 10; 1; 64; 64],0.05088006998994388,0.35938854426356615,tvm
5,1,50,1,64,16,[5; 1; 50; 1; 64; 16],0.08235065700137056,0.22204697511289992,tvm
80,2,125,1,64,16,[80; 2; 125; 1; 64; 16],0.13586305198259652,0.13458930900548746,tvm
1280,1,1,1,64,16,[1280; 1; 1; 1; 64; 16],0.27333953499328345,0.06689743686789987,tvm
1024,2,12,1,128,64,[1024; 2; 12; 1; 128; 64],0.1063696090131998,0.17190731878543564,tvm
5120,1,250,1,320,64,[5120; 1; 250; 1; 320; 64],0.4591498440131545,0.03982515626247367,tvm
640,64,50,1,640,64,[640; 64; 50; 1; 640; 64],0.22465281502809376,0.08139543803814603,tvm
40,2,15,1,256,64,[40; 2; 15; 1; 256; 64],0.09502617400721647,0.1924281859893216,tvm
10,5,5,1,128,16,[10; 5; 5; 1; 128; 16],0.08479601252474822,0.2156435631967658,tvm
256,1,100,1,160,16,[256; 1; 100; 1; 160; 16],0.1455314650083892,0.12564784038049917,tvm
40,40,60,1,1280,16,[40; 40; 60; 1; 1280; 16],0.6515161750139669,0.028066401091764587,tvm
1280,4,375,1,1280,128,[1280; 4; 375; 1; 1280; 128],1.2379691139794886,0.014770735456342941,tvm
2560,1,75,1,640,128,[2560; 1; 75; 1; 640; 128],0.8890993460081518,0.02056655914528885,tvm
128,32,12,1,640,16,[128; 32; 12; 1; 640; 16],0.5013922689831816,0.03646987681480915,tvm
320,5,300,1,64,16,[320; 5; 300; 1; 64; 16],0.16965858201729134,0.10777948317315676,tvm
512,64,4,1,1280,64,[512; 64; 4; 1; 1280; 64],0.7900419270154089,0.023145245410953544,tvm
128,1,15,1,1280,128,[128; 1; 15; 1; 1280; 128],0.4554904710385017,0.04014510829177946,tvm
80,5,10,1,64,16,[80; 5; 10; 1; 64; 16],0.13324994500726461,0.13722868166825414,tvm
20,20,10,1,128,128,[20; 20; 10; 1; 128; 128],0.056406438001431525,0.3241777877420698,tvm
2560,2,375,1,1280,16,[2560; 2; 375; 1; 1280; 16],2.52410461101681,0.007244435989658952,tvm
5120,32,50,1,640,128,[5120; 32; 50; 1; 640; 128],0.913591151998844,0.020015205100998423,tvm
2560,40,60,1,64,16,[2560; 40; 60; 1; 64; 16],0.3749349690042436,0.04877036232250539,tvm
160,5,60,1,128,64,[160; 5; 60; 1; 128; 64],0.08814515150152147,0.20745002957308048,tvm
512,1,3,1,80,16,[512; 1; 3; 1; 80; 16],0.14409058401361108,0.12690429711900525,tvm
40,2,1500,1,64,16,[40; 2; 1500; 1; 64; 16],0.13550438097445294,0.13494555787950316,tvm
320,5,3,1,256,128,[320; 5; 3; 1; 256; 128],0.08376500851591118,0.21829776668906936,tvm
64,1,15,1,640,128,[64; 1; 15; 1; 640; 128],0.23674448096426204,0.07723818612892869,tvm
160,5,125,1,256,64,[160; 5; 125; 1; 256; 64],0.0887371644785162,0.20606601972436664,tvm
80,1,125,1,128,64,[80; 1; 125; 1; 128; 64],0.09819716500351205,0.18621427904828303,tvm
5120,1,75,1,80,16,[5120; 1; 75; 1; 80; 16],0.31656653102254495,0.057762626474281424,tvm
20,2,12,1,32,16,[20; 2; 12; 1; 32; 16],0.06664211649331264,0.2743867579228101,tvm
5120,16,15,1,640,64,[5120; 16; 15; 1; 640; 64],0.9159299550228752,0.019964096801766466,tvm
64,2,125,1,16,16,[64; 2; 125; 1; 16; 16],0.13273064297391102,0.13776558205408868,tvm
8,1,3,1,16,16,[8; 1; 3; 1; 16; 16],0.07248624149360694,0.25226462165688407,tvm
40,20,100,1,256,64,[40; 20; 100; 1; 256; 64],0.0970254905114416,0.18846299244998888,tvm
2,2,15,1,640,128,[2; 2; 15; 1; 640; 128],0.49057980300858617,0.037273679376063205,tvm
1024,1,100,1,256,128,[1024; 1; 100; 1; 256; 128],0.13446991698583588,0.13598368092723948,tvm
128,32,150,1,128,128,[128; 32; 150; 1; 128; 128],0.08643967498210259,0.21154307081210522,tvm
640,32,125,1,128,128,[640; 32; 125; 1; 128; 128],0.08336845648591407,0.21933612611388387,tvm
256,64,2,1,640,64,[256; 64; 2; 1; 640; 64],0.213443576998543,0.08567001426254728,tvm
5120,20,15,1,128,128,[5120; 20; 15; 1; 128; 128],0.3660218549775891,0.04995798484993168,tvm
5120,32,1500,1,256,64,[5120; 32; 1500; 1; 256; 64],0.3794389310060069,0.04819145530806064,tvm
1280,32,150,1,128,128,[1280; 32; 150; 1; 128; 128],0.2574623660184443,0.07102286275270352,tvm
8,4,6,1,320,64,[8; 4; 6; 1; 320; 64],0.08366536948597059,0.21855774256492735,tvm
160,32,30,1,256,64,[160; 32; 30; 1; 256; 64],0.08617162998416461,0.2122010955238351,tvm
8,2,5,1,640,64,[8; 2; 5; 1; 640; 64],0.17738415801431984,0.1030853853602762,tvm
40,1,1500,1,640,128,[40; 1; 1500; 1; 640; 128],0.2603535240050405,0.07023417238385554,tvm
32,2,1500,1,320,16,[32; 2; 1500; 1; 320; 16],0.1602955239941366,0.11407501488552578,tvm
64,32,6,1,128,64,[64; 32; 6; 1; 128; 64],0.09009082650300115,0.20296976945932607,tvm
320,10,150,1,80,16,[320; 10; 150; 1; 80; 16],0.13769297004910186,0.13280063810950937,tvm
160,5,100,1,128,128,[160; 5; 100; 1; 128; 128],0.0864617659826763,0.21148902151013269,tvm
5120,2,5,1,1280,64,[5120; 2; 5; 1; 1280; 64],1.8531837000045925,0.009867189251485954,tvm
160,1,375,1,256,16,[160; 1; 375; 1; 256; 16],0.2293722370523028,0.07972069558507497,tvm
32,2,1,1,128,64,[32; 2; 1; 1; 128; 64],0.0651370559935458,0.28072675386996543,tvm
256,16,150,1,1280,64,[256; 16; 150; 1; 1280; 64],0.4304334089974873,0.042482098051596716,tvm
80,8,60,1,160,16,[80; 8; 60; 1; 160; 16],0.11481276497943327,0.15926551624281376,tvm
5120,5,10,1,320,64,[5120; 5; 10; 1; 320; 64],0.45607265195576474,0.04009386269336722,tvm
512,8,125,1,128,128,[512; 8; 125; 1; 128; 128],0.08364490899839438,0.2186112042523149,tvm
160,16,5,1,64,64,[160; 16; 5; 1; 64; 64],0.06741581950336695,0.2712377364900392,tvm
1280,8,300,1,160,16,[1280; 8; 300; 1; 160; 16],0.22051105101127177,0.08292425346419298,tvm
320,40,150,1,160,16,[320; 40; 150; 1; 160; 16],0.13901803200133145,0.13153483776506888,tvm
128,4,2,1,256,16,[128; 4; 2; 1; 256; 16],0.19334503100253642,0.09457555847646483,tvm
1280,20,30,1,16,16,[1280; 20; 30; 1; 16; 16],0.2254159819567576,0.08111986615581722,tvm
1024,32,25,1,256,16,[1024; 32; 25; 1; 256; 16],0.24039767897920683,0.07606443774066515,tvm
128,4,30,1,320,16,[128; 4; 30; 1; 320; 16],0.2554664449999109,0.07157775372699403,tvm
5120,2,1,1,64,16,[5120; 2; 1; 1; 64; 16],0.36987975699594244,0.04943691548363075,tvm
20,2,375,1,1280,16,[20; 2; 375; 1; 1280; 16],0.6034445560071617,0.030302227609287226,tvm
40,5,250,1,128,16,[40; 5; 250; 1; 128; 16],0.12437233800301328,0.14702396513018243,tvm
5120,20,1500,1,16,16,[5120; 20; 1500; 1; 16; 16],0.3162317379610613,0.05782377949668629,tvm
128,32,5,1,128,128,[128; 32; 5; 1; 128; 128],0.08674441900802776,0.2107998934665991,tvm
1280,2,1500,1,128,64,[1280; 2; 1500; 1; 128; 64],0.25296562496805564,0.07228537192760241,tvm
1024,64,100,1,640,64,[1024; 64; 100; 1; 640; 64],0.2771175150410272,0.06598541518751382,tvm
1280,64,750,1,32,16,[1280; 64; 750; 1; 32; 16],0.227437587978784,0.08039882258784783,tvm
2560,1,6,1,64,64,[2560; 1; 6; 1; 64; 64],0.2784190360107459,0.06567695423314564,tvm
80,10,50,1,1280,128,[80; 10; 50; 1; 1280; 128],0.441959842981305,0.04137415327683465,tvm
10,1,1500,1,1280,128,[10; 1; 1500; 1; 1280; 128],0.43953817698638886,0.041602107036724,tvm
40,40,20,1,640,128,[40; 40; 20; 1; 640; 128],0.13492985698394477,0.13552014872357046,tvm
5120,5,125,1,320,16,[5120; 5; 125; 1; 320; 16],0.6175529519678093,0.0296099536524723,tvm
320,4,375,1,64,64,[320; 4; 375; 1; 64; 64],0.06478405100642703,0.2822564196224811,tvm
