i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
64,16,4,1024,128,32,2,1,2,[64; 16; 4; 1024; 128; 32; 2; 1; 2],0.016784952997113578,0.02974818605972686,tvm
32,2,2,512,64,32,32,32,2,[32; 2; 2; 512; 64; 32; 32; 32; 2],0.007824427248124266,0.06381577704382212,tvm
8,2,1,128,128,128,2048,1,8,[8; 2; 1; 128; 128; 128; 2048; 1; 8],0.005460564156237524,0.09144145009111129,tvm
64,32,1,16,16,16,2048,32,1,[64; 32; 1; 16; 16; 16; 2048; 32; 1],0.008504776375048095,0.058710762369584474,tvm
16,2,1,128,128,64,128,32,4,[16; 2; 1; 128; 128; 64; 128; 32; 4],0.006925886311364593,0.072095018935349,tvm
16,2,2,128,64,64,256,64,4,[16; 2; 2; 128; 64; 64; 256; 64; 4],0.003698511718539521,0.13500617079539184,tvm
8,8,8,1024,1024,32,4096,2,2,[8; 8; 8; 1024; 1024; 32; 4096; 2; 2],0.008400155500567053,0.05944198351187642,tvm
16,16,1,1024,32,16,4096,8,1,[16; 16; 1; 1024; 32; 16; 4096; 8; 1],0.011797185499744955,0.0423255110104609,tvm
32,4,1,128,128,16,512,32,1,[32; 4; 1; 128; 128; 16; 512; 32; 1],0.006314550373645034,0.07907481534170965,tvm
2,1,1,128,64,16,128,64,1,[2; 1; 1; 128; 64; 16; 128; 64; 1],0.0059131614689249545,0.08444246066777612,tvm
4,4,1,256,64,16,2,1,1,[4; 4; 1; 256; 64; 16; 2; 1; 1],0.0014958305623622437,0.33380913408626056,tvm
8,8,1,256,128,64,1,1,4,[8; 8; 1; 256; 128; 64; 1; 1; 4],0.0032508215936104534,0.15359867971325486,tvm
32,32,2,512,64,32,512,32,2,[32; 32; 2; 512; 64; 32; 512; 32; 2],0.00669441018908401,0.07458788611072942,tvm
32,4,1,1024,128,128,32,8,8,[32; 4; 1; 1024; 128; 128; 32; 8; 8],0.01631292625097558,0.030608972116945805,tvm
64,2,2,256,256,128,512,2,8,[64; 2; 2; 256; 256; 128; 512; 2; 8],0.006498721875686897,0.07683386276768889,tvm
64,1,1,256,256,64,32,8,4,[64; 1; 1; 256; 256; 64; 32; 8; 4],0.01358447262464324,0.03675681188065393,tvm
64,16,16,1024,256,16,16,2,1,[64; 16; 16; 1024; 256; 16; 16; 2; 1],0.027175710987648927,0.018373830402775525,tvm
