i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
60,3,3,1280,320,80,1024,64,5,[60; 3; 3; 1280; 320; 80; 1024; 64; 5],0.13471541600301862,0.13573587068390564,tvm
150,2,2,128,16,16,320,32,1,[150; 2; 2; 128; 16; 16; 320; 32; 1],0.14997826202306896,0.1219224308846949,tvm
375,15,1,256,256,16,128,4,1,[375; 15; 1; 256; 256; 16; 128; 4; 1],0.15911931300070137,0.11491825813522515,tvm
60,3,3,1280,64,32,256,2,2,[60; 3; 3; 1280; 64; 32; 256; 2; 2],0.1556798669626005,0.11745715513816007,tvm
500,125,5,128,16,16,40,2,1,[500; 125; 5; 128; 16; 16; 40; 2; 1],0.09209313098108396,0.19855676629639396,tvm
100,20,5,32,32,32,512,32,2,[100; 20; 5; 32; 32; 32; 512; 32; 2],0.04456406600365881,0.41032418999229087,tvm
300,12,3,320,32,32,32,32,2,[300; 12; 3; 320; 32; 32; 32; 32; 2],0.0670548815105576,0.27269773465836716,tvm
500,4,2,1280,64,16,640,1,1,[500; 4; 2; 1280; 64; 16; 640; 1; 1],0.335602723993361,0.05448619149490581,tvm
300,12,12,1280,256,32,5120,64,2,[300; 12; 12; 1280; 256; 32; 5120; 64; 2],0.1307929009781219,0.13980662672795208,tvm
250,50,25,160,16,16,5120,32,1,[250; 50; 25; 160; 16; 16; 5120; 32; 1],0.11322613002266735,0.16149729997884385,tvm
100,2,1,640,128,128,1280,8,8,[100; 2; 1; 640; 128; 128; 1280; 8; 8],0.20756423298735172,0.08809665337104856,tvm
375,75,3,320,80,80,128,4,5,[375; 75; 3; 320; 80; 80; 128; 4; 5],0.04570539825363085,0.40007778040226716,tvm
30,30,6,80,80,16,80,10,1,[30; 30; 6; 80; 80; 16; 80; 10; 1],0.045840822262107395,0.39889586144770117,tvm
100,10,2,64,16,16,40,10,1,[100; 10; 2; 64; 16; 16; 40; 10; 1],0.0863421990070492,0.2117818922381325,tvm
750,1,1,320,32,32,5120,10,2,[750; 1; 1; 320; 32; 32; 5120; 10; 2],0.2018792949966155,0.09057746256752505,tvm
250,125,1,640,128,64,640,40,4,[250; 125; 1; 640; 128; 64; 640; 40; 4],0.07379604550078511,0.24778718373899516,tvm
300,12,12,256,32,16,320,10,1,[300; 12; 12; 256; 32; 16; 320; 10; 1],0.0829520059924107,0.2204372765546773,tvm
6,6,2,1280,16,16,256,32,1,[6; 6; 2; 1280; 16; 16; 256; 32; 1],0.08802855797694065,0.20772479642918026,tvm
1500,250,10,320,80,16,20,4,1,[1500; 250; 10; 320; 80; 16; 20; 4; 1],0.10972771799424663,0.1666462642253534,tvm
150,6,3,320,320,80,5120,2,5,[150; 6; 3; 320; 320; 80; 5120; 2; 5],0.0927589210041333,0.1971315975624542,tvm
1500,30,15,1280,128,16,2,1,1,[1500; 30; 15; 1280; 128; 16; 2; 1; 1],0.7103831999702379,0.02574063447232477,tvm
30,10,2,640,32,16,2560,40,1,[30; 10; 2; 640; 32; 16; 2560; 40; 1],0.12914423597976565,0.14159140860595046,tvm
750,375,3,128,16,16,80,2,1,[750; 375; 3; 128; 16; 16; 80; 2; 1],0.08017158950679004,0.22808222212141122,tvm
300,6,6,128,128,64,1024,8,4,[300; 6; 6; 128; 128; 64; 1024; 8; 4],0.06459493550937623,0.28308278569393475,tvm
300,30,6,128,32,16,4,2,1,[300; 30; 6; 128; 32; 16; 4; 2; 1],0.08028562352410518,0.2277582645942101,tvm
1500,1500,2,1280,640,64,160,32,4,[1500; 1500; 2; 1280; 640; 64; 160; 32; 4],0.2579028530162759,0.07090155875305613,tvm
500,10,10,32,32,32,20,4,2,[500; 10; 10; 32; 32; 32; 20; 4; 2],0.060824435495305806,0.3006310561998641,tvm
100,20,10,64,64,16,5,1,1,[100; 20; 10; 64; 64; 16; 5; 1; 1],0.0918973239895422,0.1989798341439755,tvm
750,375,5,640,32,16,80,2,1,[750; 375; 5; 640; 32; 16; 80; 2; 1],0.16752160398755223,0.10915436487268243,tvm
