kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
24,2,1,1,384,128,8,[24; 2; 1; 1; 384; 128; 8],0.00930098068783991,0.09295241012153493,tvm
24,6,1,1,96,32,2,[24; 6; 1; 1; 96; 32; 2],0.002322847265531891,0.3721934645714233,tvm
2,1,1,1,256,32,2,[2; 1; 1; 1; 256; 32; 2],0.008254353437223472,0.10473849684335552,tvm
4,2,197,1,192,96,6,[4; 2; 197; 1; 192; 96; 6],0.006581066874787211,0.1313690603480648,tvm
12,4,1,1,32,16,1,[12; 4; 1; 1; 32; 16; 1],0.00516685246839188,0.16732596425336904,tvm
3,1,197,1,128,16,1,[3; 1; 197; 1; 128; 16; 1],0.01618705887813121,0.05340986141692364,tvm
6,3,197,1,768,32,2,[6; 3; 197; 1; 768; 32; 2],0.015559233375824988,0.05556498514713813,tvm
12,12,1,1,384,16,1,[12; 12; 1; 1; 384; 16; 1],0.008262287123216083,0.10463792392294001,tvm
12,2,1,1,768,96,6,[12; 2; 1; 1; 768; 96; 6],0.02060341449396219,0.041961422058558615,tvm
64,2,197,1,256,128,8,[64; 2; 197; 1; 256; 128; 8],0.006913404373335652,0.1250539567399028,tvm
8,1,1,1,768,192,12,[8; 1; 1; 1; 768; 192; 12],0.013908779874327593,0.06215847682112858,tvm
24,12,197,1,192,48,3,[24; 12; 197; 1; 192; 48; 3],0.00380188559392991,0.22739994407220182,tvm
2,2,1,1,768,96,6,[2; 2; 1; 1; 768; 96; 6],0.027867806755239144,0.031023201037018687,tvm
8,4,197,1,256,64,4,[8; 4; 197; 1; 256; 64; 4],0.004136473218750325,0.20900620545774046,tvm
8,2,1,1,32,16,1,[8; 2; 1; 1; 32; 16; 1],0.0015649946717530838,0.5524290830077504,tvm
12,2,1,1,384,192,12,[12; 2; 1; 1; 384; 192; 12],0.012588805751875043,0.06867597995145815,tvm
24,3,1,1,128,32,2,[24; 3; 1; 1; 128; 32; 2],0.002847056187420094,0.3036640355917935,tvm
6,1,197,1,256,128,8,[6; 1; 197; 1; 256; 128; 8],0.003636686187746818,0.2377297701246584,tvm
24,24,197,1,768,32,2,[24; 24; 197; 1; 768; 32; 2],0.015152461746765766,0.057056641084284924,tvm
6,1,197,1,48,16,1,[6; 1; 197; 1; 48; 16; 1],0.0026819969998541637,0.3223525497886769,tvm
12,6,197,1,256,32,2,[12; 6; 197; 1; 256; 32; 2],0.004989700717487722,0.173266618656813,tvm
48,2,197,1,384,128,8,[48; 2; 197; 1; 384; 128; 8],0.010429645186377456,0.08289338285043389,tvm
2,1,197,1,128,64,4,[2; 1; 197; 1; 128; 64; 4],0.004433816500750254,0.19498970498266666,tvm
12,1,1,1,384,16,1,[12; 1; 1; 1; 384; 16; 1],0.012125952438509557,0.07129737443822895,tvm
2,1,197,1,256,64,4,[2; 1; 197; 1; 256; 64; 4],0.008896089500922244,0.09718298937290873,tvm
12,6,1,1,32,32,2,[12; 6; 1; 1; 32; 32; 2],0.0020080532967767795,0.43054064990022867,tvm
24,2,197,1,128,16,1,[24; 2; 197; 1; 128; 16; 1],0.006652062314969953,0.12996699827705635,tvm
4,1,1,1,64,32,2,[4; 1; 1; 1; 64; 32; 2],0.0077891093751532026,0.11099453477780528,tvm
6,2,1,1,256,128,8,[6; 2; 1; 1; 256; 128; 8],0.012257635626156116,0.07053143018737995,tvm
12,6,197,1,128,128,8,[12; 6; 197; 1; 128; 128; 8],0.00368318690743763,0.23472840047371704,tvm
16,4,197,1,64,16,1,[16; 4; 197; 1; 64; 16; 1],0.005961505374216358,0.14502185558160577,tvm
4,2,197,1,128,64,4,[4; 2; 197; 1; 128; 64; 4],0.007537278561358107,0.11470301440906178,tvm
3,3,1,1,64,16,1,[3; 3; 1; 1; 64; 16; 1],0.0030543702969225706,0.28305296587635326,tvm
6,3,197,1,768,16,1,[6; 3; 197; 1; 768; 16; 1],0.027204687488847412,0.03177939727420114,tvm
16,16,197,1,128,16,1,[16; 16; 197; 1; 128; 16; 1],0.003416253437535488,0.2530692137560682,tvm
4,1,1,1,96,16,1,[4; 1; 1; 1; 96; 16; 1],0.004003048938102438,0.21597252114494322,tvm
8,1,1,1,128,64,4,[8; 1; 1; 1; 128; 64; 4],0.0023357565623882692,0.3701364197579674,tvm
12,1,197,1,32,16,1,[12; 1; 197; 1; 32; 16; 1],0.008394806438445812,0.1029861233570778,tvm
12,12,1,1,768,16,1,[12; 12; 1; 1; 768; 16; 1],0.019467524747597054,0.04440978412190208,tvm
16,4,197,1,64,64,4,[16; 4; 197; 1; 64; 64; 4],0.002127144843143469,0.4064361551190618,tvm
24,3,1,1,768,32,2,[24; 3; 1; 1; 768; 32; 2],0.024487959999532904,0.03530504670234116,tvm
8,4,1,1,256,64,4,[8; 4; 1; 1; 256; 64; 4],0.004403666156576946,0.1963247305060476,tvm
12,2,197,1,192,32,2,[12; 2; 197; 1; 192; 32; 2],0.0031394973120768555,0.2753780256803759,tvm
24,24,197,1,32,16,1,[24; 24; 197; 1; 32; 16; 1],0.0024844467343427823,0.3479843457610987,tvm
16,2,197,1,96,16,1,[16; 2; 197; 1; 96; 16; 1],0.00437801581210806,0.1974749769147778,tvm
32,4,1,1,384,128,8,[32; 4; 1; 1; 384; 128; 8],0.019672012749651913,0.043948150218836614,tvm
24,1,197,1,64,16,1,[24; 1; 197; 1; 64; 16; 1],0.007457206811523065,0.11593463789855593,tvm
16,2,197,1,192,64,4,[16; 2; 197; 1; 192; 64; 4],0.006059287688913173,0.14268155199338975,tvm
64,1,1,1,768,128,8,[64; 1; 1; 1; 768; 128; 8],0.022252289127209224,0.03885211838144937,tvm
16,4,197,1,768,64,4,[16; 4; 197; 1; 768; 64; 4],0.01264111449563643,0.0683917997678926,tvm
12,12,1,1,32,32,2,[12; 12; 1; 1; 32; 32; 2],0.0019917795161745744,0.43405837062177915,tvm
6,6,1,1,768,48,3,[6; 6; 1; 1; 768; 48; 3],0.01667501787596848,0.051846935209258885,tvm
32,4,1,1,128,128,8,[32; 4; 1; 1; 128; 128; 8],0.002167155281313171,0.3989324525489031,tvm
24,12,1,1,192,16,1,[24; 12; 1; 1; 192; 16; 1],0.005331296437361743,0.16216479079456397,tvm
6,6,1,1,64,64,4,[6; 6; 1; 1; 64; 64; 4],0.004521002187175327,0.1912294079133662,tvm
12,1,197,1,768,192,12,[12; 1; 197; 1; 768; 192; 12],0.0121860117506003,0.07094598209180149,tvm
3,1,1,1,16,16,1,[3; 1; 1; 1; 16; 16; 1],0.0035986929360660724,0.24023960554235466,tvm
4,2,197,1,64,16,1,[4; 2; 197; 1; 64; 16; 1],0.0041800978124229005,0.2068249620521332,tvm
8,8,197,1,384,192,12,[8; 8; 197; 1; 384; 192; 12],0.006682117313175695,0.1293824293871447,tvm
24,6,197,1,768,64,4,[24; 6; 197; 1; 768; 64; 4],0.012174840998341097,0.07101107698625156,tvm
8,8,197,1,768,64,4,[8; 8; 197; 1; 768; 64; 4],0.011415705750550842,0.07573325647315798,tvm
8,2,197,1,96,96,6,[8; 2; 197; 1; 96; 96; 6],0.0013579774922618526,0.6366442568857131,tvm
64,8,197,1,256,128,8,[64; 8; 197; 1; 256; 128; 8],0.013759628629486542,0.06283226057248852,tvm
6,2,1,1,32,32,2,[6; 2; 1; 1; 32; 32; 2],0.004067580312039354,0.21254615892147302,tvm
2,1,1,1,128,64,4,[2; 1; 1; 1; 128; 64; 4],0.004178759061687742,0.20689122264909723,tvm
48,12,197,1,384,128,8,[48; 12; 197; 1; 384; 128; 8],0.021129799250047654,0.04091608070656997,tvm
16,1,197,1,64,16,1,[16; 1; 197; 1; 64; 16; 1],0.0035283007800899213,0.24503255966928583,tvm
12,3,1,1,256,32,2,[12; 3; 1; 1; 256; 32; 2],0.004962438906659372,0.17421848161563977,tvm
24,2,197,1,192,64,4,[24; 2; 197; 1; 192; 64; 4],0.006769842377252644,0.1277058642212324,tvm
12,3,197,1,768,48,3,[12; 3; 197; 1; 768; 48; 3],0.012919484746817034,0.06691819282046597,tvm
48,12,1,1,384,128,8,[48; 12; 1; 1; 384; 128; 8],0.010598871562251588,0.08156986961779067,tvm
16,4,197,1,256,32,2,[16; 4; 197; 1; 256; 32; 2],0.004459662686713273,0.19385963292791883,tvm
8,4,1,1,192,48,3,[8; 4; 1; 1; 192; 48; 3],0.0034772692506521707,0.24862859592090059,tvm
16,4,197,1,256,16,1,[16; 4; 197; 1; 256; 16; 1],0.013590173504780978,0.06361571256793933,tvm
4,2,1,1,256,64,4,[4; 2; 1; 1; 256; 64; 4],0.004458832343516406,0.19389573431387538,tvm
8,4,197,1,384,128,8,[8; 4; 197; 1; 384; 128; 8],0.006297074436588446,0.1372936877489027,tvm
6,2,1,1,768,96,6,[6; 2; 1; 1; 768; 96; 6],0.013580602870206349,0.06366054435810442,tvm
24,2,197,1,64,32,2,[24; 2; 197; 1; 64; 32; 2],0.002651962437084876,0.3260033246846858,tvm
2,1,1,1,128,16,1,[2; 1; 1; 1; 128; 16; 1],0.008896519251720747,0.09717829490014897,tvm
48,48,197,1,768,128,8,[48; 48; 197; 1; 768; 128; 8],0.009598284188541584,0.09007324168007737,tvm
12,4,1,1,192,96,6,[12; 4; 1; 1; 192; 96; 6],0.002742998109170003,0.3151838014537214,tvm
6,6,1,1,48,16,1,[6; 6; 1; 1; 48; 16; 1],0.0019204623595214798,0.45017730607539236,tvm
6,6,197,1,384,64,4,[6; 6; 197; 1; 384; 64; 4],0.0070179027497943025,0.12319187116890608,tvm
4,1,197,1,128,32,2,[4; 1; 197; 1; 128; 32; 2],0.006157171656013816,0.14041326435720725,tvm
16,2,1,1,768,96,6,[16; 2; 1; 1; 768; 96; 6],0.02388617162796436,0.03619452229073054,tvm
16,2,197,1,48,48,3,[16; 2; 197; 1; 48; 48; 3],0.0016782162183517357,0.5151592279793898,tvm
6,2,197,1,384,192,12,[6; 2; 197; 1; 384; 192; 12],0.006628629063925473,0.13042645215036153,tvm
12,3,1,1,768,96,6,[12; 3; 1; 1; 768; 96; 6],0.02032716650137445,0.04253168149973651,tvm
8,8,197,1,128,64,4,[8; 8; 197; 1; 128; 64; 4],0.002157002515559725,0.40081018227474247,tvm
4,4,1,1,64,16,1,[4; 4; 1; 1; 64; 16; 1],0.002315429640475486,0.37338580983658465,tvm
24,24,197,1,64,16,1,[24; 24; 197; 1; 64; 16; 1],0.0038500922182720387,0.22455269183567497,tvm
16,1,197,1,768,48,3,[16; 1; 197; 1; 768; 48; 3],0.01665931812749477,0.05189579578300437,tvm
2,2,1,1,256,128,8,[2; 2; 1; 1; 256; 128; 8],0.008271710623375839,0.10451871575213943,tvm
4,4,1,1,384,32,2,[4; 4; 1; 1; 384; 32; 2],0.016990491130854934,0.0508842601882497,tvm
64,1,197,1,768,128,8,[64; 1; 197; 1; 768; 128; 8],0.022796409750299063,0.037924768895559506,tvm
24,24,197,1,192,64,4,[24; 24; 197; 1; 192; 64; 4],0.0030061596089581144,0.28759237162667145,tvm
24,8,1,1,128,64,4,[24; 8; 1; 1; 128; 64; 4],0.002283677640662063,0.3785773245903171,tvm
6,3,1,1,128,16,1,[6; 3; 1; 1; 128; 16; 1],0.004062383093696553,0.21281808029628196,tvm
12,1,1,1,192,16,1,[12; 1; 1; 1; 192; 16; 1],0.005941483186688856,0.1455105643260059,tvm
12,2,1,1,32,16,1,[12; 2; 1; 1; 32; 16; 1],0.003373145280420431,0.25630339032441957,tvm
1,1,1,1,64,64,4,[1; 1; 1; 1; 64; 64; 4],0.01730046137527097,0.04997257313983225,tvm
1,1,197,1,384,48,3,[1; 1; 197; 1; 384; 48; 3],0.02797166474920232,0.03090801277579398,tvm
16,8,1,1,384,48,3,[16; 8; 1; 1; 384; 48; 3],0.006891969562275335,0.12544288880218832,tvm
16,4,197,1,192,16,1,[16; 4; 197; 1; 192; 16; 1],0.010009660814830568,0.08637141531785315,tvm
32,32,1,1,768,128,8,[32; 32; 1; 1; 768; 128; 8],0.022659132999251597,0.038154530072140286,tvm
24,4,197,1,64,16,1,[24; 4; 197; 1; 64; 16; 1],0.003838403437839588,0.22523650403855802,tvm
