kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
20,4,50,10,128,16,1,[20; 4; 50; 10; 128; 16; 1],0.10782092902809381,0.16959336606114536,tvm
2,1,4,2,640,16,1,[2; 1; 4; 2; 640; 16; 1],0.4672614290029742,0.03913379780721831,tvm
4,2,60,6,128,16,1,[4; 2; 60; 6; 128; 16; 1],0.1623948880005628,0.11260030725629071,tvm
20,4,30,10,80,16,1,[20; 4; 30; 10; 80; 16; 1],0.06888298649573699,0.2654605326504818,tvm
5,1,75,25,32,16,1,[5; 1; 75; 25; 32; 16; 1],0.12990221101790667,0.14076522749249934,tvm
40,2,20,4,640,32,2,[40; 2; 20; 4; 640; 32; 2],0.2932375009986572,0.06235803477877143,tvm
10,5,750,5,320,32,2,[10; 5; 750; 5; 320; 32; 2],0.14338401198619977,0.1275296599140651,tvm
256,1,30,10,80,16,1,[256; 1; 30; 10; 80; 16; 1],0.08127288150717504,0.22499158325154206,tvm
40,40,12,4,64,64,4,[40; 40; 12; 4; 64; 64; 4],0.038167285500094295,0.4790939163244688,tvm
20,20,1500,1,32,16,1,[20; 20; 1500; 1; 32; 16; 1],0.0665305815055035,0.2748467527553726,tvm
128,128,1500,12,128,16,1,[128; 128; 1500; 12; 128; 16; 1],0.13505401398288086,0.13539556320060314,tvm
64,1,6,6,128,32,2,[64; 1; 6; 6; 128; 32; 2],0.09114063050947152,0.20063186071347178,tvm
80,1,125,5,256,32,2,[80; 1; 125; 5; 256; 32; 2],0.12500026100315154,0.14628540883809246,tvm
20,2,300,2,64,32,2,[20; 2; 300; 2; 64; 32; 2],0.05220053199445829,0.3502974699119069,tvm
8,1,750,2,128,64,4,[8; 1; 750; 2; 128; 64; 4],0.07261723099509254,0.25180957790789393,tvm
2,2,60,12,256,16,1,[2; 2; 60; 12; 256; 16; 1],0.30742605502018705,0.0594800407678964,tvm
8,4,300,1,256,32,2,[8; 4; 300; 1; 256; 32; 2],0.09108334052143618,0.20075805499701452,tvm
8,2,50,10,320,32,2,[8; 2; 50; 10; 320; 32; 2],0.15482409001560882,0.11810638954099964,tvm
