kc,ku,mc,mr,nc,nr,X,time,peak,backend
32,4,1,1,1024,64,[32; 4; 1; 1; 1024; 64],0.031181580750853755,0.22418705204595074,tvm
2048,4,64,1,3584,16,[2048; 4; 64; 1; 3584; 16],0.45337055902928114,0.015418969157666856,tvm
512,2,32,1,7168,64,[512; 2; 32; 1; 7168; 64],0.4490959130343981,0.015565732093694728,tvm
4096,2,32,1,448,64,[4096; 2; 32; 1; 448; 64],0.24369120399933308,0.028685921165565738,tvm
128,16,64,1,2048,16,[128; 16; 64; 1; 2048; 16],0.06992386700585485,0.09997311313004671,tvm
1024,16,64,1,32,16,[1024; 16; 64; 1; 32; 16],0.20765519700944424,0.03366401018294156,tvm
1,1,8,1,448,16,[1; 1; 8; 1; 448; 16],0.05216301800101064,0.1340126958630198,tvm
2048,2,16,1,512,128,[2048; 2; 16; 1; 512; 128],0.19092385401017964,0.03661410829415767,tvm
16,2,32,1,128,16,[16; 2; 32; 1; 128; 16],0.022439318119722884,0.3115293713191048,tvm
128,1,1,1,1792,64,[128; 1; 1; 1; 1792; 64],0.03571829650900327,0.1957122077449751,tvm
4096,1,1,1,128,16,[4096; 1; 1; 1; 128; 16],0.2755501359933987,0.025369273150473555,tvm
16,2,1,1,1024,64,[16; 2; 1; 1; 1024; 64],0.03358745948935393,0.20812847333340043,tvm
2048,32,64,1,896,16,[2048; 32; 64; 1; 896; 16],0.2506655440083705,0.027887784475209853,tvm
2048,64,16,1,512,128,[2048; 64; 16; 1; 512; 128],0.20033748698187992,0.03489365256587721,tvm
2048,64,1,1,7168,16,[2048; 64; 1; 1; 7168; 16],1.2768130259937607,0.005474965029610237,tvm
256,8,2,1,2048,16,[256; 8; 2; 1; 2048; 16],0.1371925200219266,0.0509539927216835,tvm
256,1,2,1,14336,16,[256; 1; 2; 1; 14336; 16],0.9548354010330513,0.007321164107555636,tvm
512,64,16,1,14336,64,[512; 64; 16; 1; 14336; 64],0.7497955280123278,0.00932321733792967,tvm
8,4,1,1,128,16,[8; 4; 1; 1; 128; 16],0.019152316250256263,0.3649953653294093,tvm
32,32,4,1,7168,64,[32; 32; 4; 1; 7168; 64],0.10599787201499566,0.06594950005862109,tvm
256,2,32,1,7168,128,[256; 2; 32; 1; 7168; 128],0.41231171099934727,0.016954421812864134,tvm
128,64,2,1,512,16,[128; 64; 2; 1; 512; 16],0.07111893247929402,0.09829318892971184,tvm
4,2,1,1,64,64,[4; 2; 1; 1; 64; 64],0.018149796378565952,0.38515620345593093,tvm
64,8,1,1,896,16,[64; 8; 1; 1; 896; 16],0.05715870048152283,0.12229995797273985,tvm
2048,8,16,1,1024,64,[2048; 8; 16; 1; 1024; 64],0.1902966359630227,0.036734788459555426,tvm
64,16,1,1,448,16,[64; 16; 1; 1; 448; 16],0.058021712000481784,0.12048087561788286,tvm
128,8,64,1,256,128,[128; 8; 64; 1; 256; 128],0.032886959495954216,0.21256165890089795,tvm
2048,64,16,1,256,128,[2048; 64; 16; 1; 256; 128],0.15185577498050407,0.04603385460687379,tvm
32,16,64,1,128,16,[32; 16; 64; 1; 128; 16],0.02989619151048828,0.23382599299359702,tvm
32,32,2,1,1792,64,[32; 32; 2; 1; 1792; 64],0.029796056493069045,0.23461180738104556,tvm
32,32,16,1,3584,128,[32; 32; 16; 1; 3584; 128],0.03308882375131361,0.2112648886888627,tvm
16,1,16,1,512,16,[16; 1; 16; 1; 512; 16],0.026396762754302472,0.26482439273835834,tvm
8,2,32,1,3584,128,[8; 2; 32; 1; 3584; 128],0.03037124199909158,0.23016861367986718,tvm
4096,4,4,1,448,64,[4096; 4; 4; 1; 448; 64],0.23069537698756903,0.030301893162962466,tvm
2048,4,32,1,3584,16,[2048; 4; 32; 1; 3584; 16],0.4178163059987128,0.01673105277678704,tvm
64,32,2,1,1024,16,[64; 32; 2; 1; 1024; 16],0.07223615152179264,0.0967729664357566,tvm
256,8,64,1,1792,128,[256; 8; 64; 1; 1792; 128],0.10554024501470849,0.06623545990150434,tvm
4096,64,64,1,128,16,[4096; 64; 64; 1; 128; 16],0.3632797079626471,0.019242766698616263,tvm
2048,32,32,1,64,64,[2048; 32; 32; 1; 64; 64],0.18437925598118454,0.03791373725567062,tvm
512,2,32,1,1792,16,[512; 2; 32; 1; 1792; 16],0.12720799900125712,0.054953357662654405,tvm
4096,32,1,1,7168,16,[4096; 32; 1; 1; 7168; 16],1.2950830290210433,0.0053977285703070395,tvm
256,16,4,1,3584,16,[256; 16; 4; 1; 3584; 16],0.23854962998302653,0.029304202514017986,tvm
64,32,8,1,128,128,[64; 32; 8; 1; 128; 128],0.027248304249951616,0.2565483195776882,tvm
2,1,8,1,1792,16,[2; 1; 8; 1; 1792; 16],0.030623019745689817,0.22827620282779523,tvm
256,2,1,1,7168,16,[256; 2; 1; 1; 7168; 16],0.48145740100881085,0.01451947078187866,tvm
512,16,64,1,16,16,[512; 16; 64; 1; 16; 16],0.17734740301966667,0.03941702301607126,tvm
64,8,1,1,64,64,[64; 8; 1; 1; 64; 64],0.030606569751398638,0.22839889355282028,tvm
32,32,8,1,512,16,[32; 32; 8; 1; 512; 16],0.03487426474748645,0.20044886156834332,tvm
64,32,16,1,896,128,[64; 32; 16; 1; 896; 128],0.025382600753800943,0.2754054533052475,tvm
4096,64,4,1,14336,128,[4096; 64; 4; 1; 14336; 128],1.9239220860181376,0.003633466613575101,tvm
4096,16,32,1,2048,128,[4096; 16; 32; 1; 2048; 128],0.26776904199505225,0.026106478234312967,tvm
512,8,8,1,14336,64,[512; 8; 8; 1; 14336; 64],0.7594286639941856,0.00920495498537067,tvm
