kc,ku,mc,mr,nc,nr,X,time,peak,backend
40,5,6,1,1280,16,[40; 5; 6; 1; 1280; 16],0.16031326696975157,0.028515597354092495,tvm
5,1,750,1,640,16,[5; 1; 750; 1; 640; 16],0.08306218648795038,0.055036217618612014,tvm
640,10,150,1,80,16,[640; 10; 150; 1; 80; 16],0.03596040800039191,0.12712393506154743,tvm
4,2,20,1,128,16,[4; 2; 20; 1; 128; 16],0.03884128399658948,0.11769509400950734,tvm
32,4,2,1,16,16,[32; 4; 2; 1; 16; 16],0.03306862224417273,0.13824067231086828,tvm
40,8,60,1,128,16,[40; 8; 60; 1; 128; 16],0.02967405148956459,0.1540547495860549,tvm
1280,40,2,1,64,64,[1280; 40; 2; 1; 64; 64],0.10588501900201663,0.04317351608863107,tvm
10,1,1500,1,160,16,[10; 1; 1500; 1; 160; 16],0.03549174925137777,0.12880257152304522,tvm
80,2,100,1,128,64,[80; 2; 100; 1; 128; 64],0.022375399494194426,0.20430600904420435,tvm
128,32,30,1,640,64,[128; 32; 30; 1; 640; 64],0.10366172099020332,0.04409948559372847,tvm
32,32,1500,1,640,128,[32; 32; 1500; 1; 640; 128],0.033379485248588026,0.13695323751650562,tvm
128,2,12,1,64,64,[128; 2; 12; 1; 64; 64],0.029724297259235755,0.1537943363827774,tvm
1280,64,4,1,1280,64,[1280; 64; 4; 1; 1280; 64],0.37919223302742466,0.012055702024619128,tvm
40,2,12,1,256,128,[40; 2; 12; 1; 256; 128],0.023699731755186804,0.19288946468468327,tvm
160,10,300,1,1280,128,[160; 10; 300; 1; 1280; 128],0.11147894797613844,0.04100710182883198,tvm
16,1,3,1,640,128,[16; 1; 3; 1; 640; 128],0.0491494937450625,0.0930106949858016,tvm
1,1,5,1,128,64,[1; 1; 5; 1; 128; 64],0.06366665649693459,0.07180255447604157,tvm
16,8,3,1,80,16,[16; 8; 3; 1; 80; 16],0.01597093412419781,0.2862342638119288,tvm
160,20,375,1,256,64,[160; 20; 375; 1; 256; 64],0.03390437175403349,0.13483301223196162,tvm
5,5,75,1,1280,128,[5; 5; 75; 1; 1280; 128],0.10653119604103267,0.04291164223546117,tvm
16,4,100,1,1280,128,[16; 4; 100; 1; 1280; 128],0.08463616849621758,0.05401270700992178,tvm
320,2,100,1,160,16,[320; 2; 100; 1; 160; 16],0.034487547251046635,0.13255302089625515,tvm
160,1,250,1,128,16,[160; 1; 250; 1; 128; 16],0.10969112801831216,0.04167546322128626,tvm
5,1,50,1,80,16,[5; 1; 50; 1; 80; 16],0.015983446879545227,0.28601018327772876,tvm
1280,8,5,1,64,16,[1280; 8; 5; 1; 64; 16],0.06457999598933384,0.07078706806026433,tvm
1280,1,375,1,1280,64,[1280; 1; 375; 1; 1280; 64],0.29845355602446944,0.015317051779586678,tvm
160,40,5,1,1280,16,[160; 40; 5; 1; 1280; 16],0.26183446700451896,0.01745923148975522,tvm
20,20,1,1,64,64,[20; 20; 1; 1; 64; 64],0.013231528253527358,0.3454951298017965,tvm
256,64,300,1,320,64,[256; 64; 300; 1; 320; 64],0.026619039257639088,0.17173529544709887,tvm
80,8,20,1,640,128,[80; 8; 20; 1; 640; 128],0.054440068488474935,0.08397176378270634,tvm
64,16,300,1,128,128,[64; 16; 300; 1; 128; 128],0.043489699994097464,0.10511520134765284,tvm
640,16,150,1,64,16,[640; 16; 150; 1; 64; 16],0.08577187801711261,0.05329752218456161,tvm
10,5,3,1,80,16,[10; 5; 3; 1; 80; 16],0.013285972374433186,0.344079337408949,tvm
1280,8,30,1,256,128,[1280; 8; 30; 1; 256; 128],0.12094519002130255,0.03779752275078809,tvm
1280,4,25,1,1280,16,[1280; 4; 25; 1; 1280; 16],0.4433634279994294,0.01031079309372909,tvm
40,4,25,1,1280,128,[40; 4; 25; 1; 1280; 128],0.1162367690121755,0.03932859292527072,tvm
1280,5,375,1,1280,64,[1280; 5; 375; 1; 1280; 64],0.2981849030475132,0.015330851846312802,tvm
40,5,5,1,64,64,[40; 5; 5; 1; 64; 64],0.017321261126198806,0.26392007707303605,tvm
640,4,4,1,640,128,[640; 4; 4; 1; 640; 128],0.09862434852402657,0.04635192667777059,tvm
640,10,4,1,1280,128,[640; 10; 4; 1; 1280; 128],0.2231923250365071,0.020482015099223653,tvm
40,5,1,1,80,16,[40; 5; 1; 1; 80; 16],0.02102216012281133,0.21745760401035452,tvm
1280,40,50,1,64,64,[1280; 40; 50; 1; 64; 64],0.09063426547800191,0.05043819296508908,tvm
40,4,1,1,64,16,[40; 4; 1; 1; 64; 16],0.02617892275156919,0.17462248599035865,tvm
640,8,1,1,1280,16,[640; 8; 1; 1; 1280; 16],0.5996072169509716,0.007624038607597957,tvm
80,5,2,1,160,16,[80; 5; 2; 1; 160; 16],0.027644803005387075,0.16536303660900564,tvm
2,1,500,1,320,64,[2; 1; 500; 1; 320; 64],0.12027976801618934,0.038006629434247576,tvm
40,4,100,1,32,16,[40; 4; 100; 1; 32; 16],0.032309605754562654,0.14148821889549085,tvm
16,2,1,1,1280,16,[16; 2; 1; 1; 1280; 16],0.14548877795459703,0.03142117650376572,tvm
8,4,300,1,256,16,[8; 4; 300; 1; 256; 16],0.02603276450827252,0.1756028857394647,tvm
128,4,2,1,640,64,[128; 4; 2; 1; 640; 64],0.05263067199848592,0.08685863960771929,tvm
10,10,12,1,16,16,[10; 10; 12; 1; 16; 16],0.035392219506320544,0.12916478918797902,tvm
1280,64,500,1,320,64,[1280; 64; 500; 1; 320; 64],0.07900074598728679,0.057865638030357706,tvm
256,2,75,1,16,16,[256; 2; 75; 1; 16; 16],0.034506718497141264,0.13247937707572208,tvm
4,1,60,1,160,16,[4; 1; 60; 1; 160; 16],0.035235914750956,0.12973775773210322,tvm
1280,10,4,1,640,64,[1280; 10; 4; 1; 640; 64],0.18812330899527296,0.02430017096681751,tvm
640,20,20,1,640,64,[640; 20; 20; 1; 640; 64],0.06039630851591937,0.0756905295002198,tvm
10,1,6,1,640,64,[10; 1; 6; 1; 640; 64],0.043558253993978724,0.10494976616970238,tvm
20,2,60,1,64,64,[20; 2; 60; 1; 64; 64],0.012588295743626077,0.36314912395851967,tvm
8,1,375,1,80,16,[8; 1; 375; 1; 80; 16],0.028102238255087286,0.16267133350493945,tvm
32,32,300,1,320,16,[32; 32; 300; 1; 320; 16],0.04047803700086661,0.11293602432674046,tvm
4,2,30,1,128,16,[4; 2; 30; 1; 128; 16],0.02379717124858871,0.19209966275717244,tvm
128,1,500,1,64,16,[128; 1; 500; 1; 64; 16],0.03950590100430418,0.11571508192992519,tvm
64,64,100,1,256,64,[64; 64; 100; 1; 256; 64],0.015955352006130852,0.2865138023700134,tvm
8,2,100,1,640,16,[8; 2; 100; 1; 640; 16],0.06528204749338329,0.07002581485961991,tvm
10,2,125,1,640,16,[10; 2; 125; 1; 640; 16],0.06724658200982958,0.06798008812939156,tvm
640,8,150,1,1280,64,[640; 8; 150; 1; 1280; 64],0.12788879399886355,0.03574534115529461,tvm
16,2,100,1,80,16,[16; 2; 100; 1; 80; 16],0.013259601495519746,0.34476364715585156,tvm
128,8,6,1,128,16,[128; 8; 6; 1; 128; 16],0.048820946758496575,0.09363662269890292,tvm
40,4,25,1,64,16,[40; 4; 25; 1; 64; 16],0.0566374649934005,0.08071386266954644,tvm
4,4,5,1,320,16,[4; 4; 5; 1; 320; 16],0.029765869010589086,0.15357954339590438,tvm
640,10,1500,1,1280,128,[640; 10; 1500; 1; 1280; 128],0.11237292602891102,0.040680871567342174,tvm
20,10,12,1,640,64,[20; 10; 12; 1; 640; 64],0.0408789820066886,0.11182833688668169,tvm
40,20,6,1,1280,128,[40; 20; 6; 1; 1280; 128],0.11568779201479629,0.03951522016120675,tvm
32,16,3,1,1280,16,[32; 16; 3; 1; 1280; 16],0.17324852000456303,0.026386537508708122,tvm
1280,40,250,1,128,64,[1280; 40; 250; 1; 128; 64],0.06116156399366446,0.07474348713355519,tvm
32,16,12,1,16,16,[32; 16; 12; 1; 16; 16],0.01949741099815583,0.23446336397488685,tvm
40,4,75,1,64,16,[40; 4; 75; 1; 64; 16],0.022536338372447062,0.20284699740831025,tvm
1280,64,6,1,64,64,[1280; 64; 6; 1; 64; 64],0.11370677698869258,0.04020365973334352,tvm
256,8,2,1,128,128,[256; 8; 2; 1; 128; 128],0.020758087121066637,0.2202239804066143,tvm
128,4,4,1,1280,128,[128; 4; 4; 1; 1280; 128],0.11807497101835907,0.038716321774220686,tvm
640,32,150,1,1280,128,[640; 32; 150; 1; 1280; 128],0.10593684704508632,0.04315239408138123,tvm
80,5,1,1,320,16,[80; 5; 1; 1; 320; 16],0.053748809499666095,0.08505171768422091,tvm
80,1,4,1,640,16,[80; 1; 4; 1; 640; 16],0.12021451001055539,0.03802726119357122,tvm
1280,10,5,1,640,64,[1280; 10; 5; 1; 640; 64],0.18059424200328067,0.02531325761396937,tvm
320,8,30,1,320,64,[320; 8; 30; 1; 320; 64],0.026134824758628383,0.1749171312089751,tvm
2,1,375,1,16,16,[2; 1; 375; 1; 16; 16],0.06424184649949893,0.07115966960047183,tvm
8,2,4,1,1280,64,[8; 2; 4; 1; 1280; 64],0.09497529550571926,0.04813281756152354,tvm
80,10,6,1,64,64,[80; 10; 6; 1; 64; 64],0.01674897399789188,0.2729378272366986,tvm
32,32,50,1,640,64,[32; 32; 50; 1; 640; 64],0.03931121026107576,0.11628816668498758,tvm
40,40,25,1,320,64,[40; 40; 25; 1; 320; 64],0.01978721599880373,0.23102939654092547,tvm
320,1,1,1,64,16,[320; 1; 1; 1; 64; 16],0.08551251952303573,0.05345917296001436,tvm
