X;time;peak;backend
[1, 64, 128, 1];0.0016123981040436774;0.30967656406297717;tvm
[1, 64, 128, 4];0.0015924113104119897;0.31356340004437666;jir
[1, 64, 128, 4];0.0015900889120530337;0.3140213738848152;mlir
[1, 64, 128, 4];0.0016103644738905132;0.3100676355307209;tvm
[1, 64, 256, 1];0.0015740421076770872;0.31722271108667194;jir
[1, 64, 256, 1];0.0016145573172252625;0.30926242099600826;mlir
[1, 64, 256, 1];0.0015826142043806612;0.315504500957837;tvm
[1, 64, 256, 4];0.0015733188192825764;0.3173685451684818;jir
[1, 64, 256, 4];0.001588662271387875;0.31430336941639014;mlir
[1, 64, 256, 4];0.0015832747449167073;0.3153728728163178;tvm
[1, 128, 1, 1];0.001473903888836503;0.3387750779028533;jir
[1, 128, 1, 1];0.0014881665701977909;0.33552823639597035;mlir
[1, 128, 1, 1];0.0014779127814108506;0.33785613809039544;tvm
[1, 128, 1, 4];0.0014735467120772228;0.33885719446112633;jir
[1, 128, 1, 4];0.0014885265118209645;0.33544710208155276;mlir
[1, 128, 1, 4];0.0014781254285480827;0.33780753318909706;tvm
[1, 128, 2, 1];0.0014733353746123612;0.33890580065199194;jir
[1, 128, 2, 1];0.0014830071741016582;0.33669554232896576;mlir
[1, 128, 2, 1];0.0014779414050281048;0.3378495947560313;tvm
[1, 128, 2, 4];0.001473831565817818;0.3387917020794943;jir
[1, 128, 2, 4];0.0014843033713987097;0.33640151628260245;mlir
[1, 128, 2, 4];0.0014779238408664241;0.3378536098782873;tvm
[1, 128, 4, 1];0.001473850046750158;0.338787453895266;jir
[1, 128, 4, 1];0.001485144573962316;0.3362109746862763;mlir
[1, 128, 4, 1];0.0014781424542889;0.3378036422085698;tvm
[1, 128, 4, 4];0.001473848125897348;0.3387878954338624;jir
[1, 128, 4, 4];0.0014860215305816382;0.33601256407534486;mlir
[1, 128, 4, 4];0.001479996382840909;0.337380489946494;tvm
[1, 128, 8, 1];0.0014737417077412829;0.3388123591393678;jir
[1, 128, 8, 1];0.0014856023190077394;0.3361073810758527;mlir
[1, 128, 8, 1];0.001487634508521296;0.3356482401434941;tvm
[1, 128, 8, 4];0.001473716474720277;0.3388181602955073;jir
[1, 128, 8, 4];0.0014860126248095185;0.33601457782090466;mlir
[1, 128, 8, 4];0.0014916517538949847;0.3347442883086356;tvm
[1, 128, 16, 1];0.0014712600386701524;0.33938385576844293;jir
[1, 128, 16, 1];0.0014861986710457131;0.33597251463734246;mlir
[1, 128, 16, 1];0.0014820230135228485;0.3369191302738206;tvm
[1, 128, 16, 4];0.0014716563746333122;0.33929245533714975;jir
[1, 128, 16, 4];0.0014813699963269755;0.33706765089070423;mlir
[1, 128, 16, 4];0.0014835314505035058;0.3365765549442424;tvm
[1, 128, 32, 1];0.0014684012421639636;0.3400445943685397;jir
[1, 128, 32, 1];0.001487061832449399;0.335777500212921;mlir
[1, 128, 32, 1];0.0014821324439253658;0.33689425449690014;tvm
[1, 128, 32, 4];0.0014686272625112906;0.33999226182692904;jir
[1, 128, 32, 4];0.0014775505114812404;0.33793897459474054;mlir
[1, 128, 32, 4];0.001483868676587008;0.336500064082744;tvm
[1, 128, 64, 1];0.0014678329462185502;0.34017624829055937;jir
[1, 128, 64, 1];0.0014913502818671986;0.3348119558717918;mlir
[1, 128, 64, 1];0.0014907125878380612;0.3349551810560997;tvm
[1, 128, 64, 4];0.0014679452287964523;0.34015022833739633;jir
[1, 128, 64, 4];0.0014825865800958127;0.33679105926456987;mlir
[1, 128, 64, 4];0.001491517192334868;0.3347744882378798;tvm
[1, 128, 128, 1];0.0014965422451496124;0.3336503906790727;jir
[1, 128, 128, 1];0.0014994504454080015;0.3330032721595137;mlir
[1, 128, 128, 1];0.0015083774633239955;0.3310324616369926;tvm
[1, 128, 128, 4];0.0014964438159950078;0.33367233665895984;jir
[1, 128, 128, 4];0.0015211660211207345;0.3282494466935465;mlir
[1, 128, 128, 4];0.00148882252688054;0.33538040682935566;tvm
[1, 256, 1, 1];0.0014474717900156975;0.3449614066444015;jir
[1, 256, 1, 1];0.0014563768781954423;0.34285212312667396;mlir
[1, 256, 1, 1];0.0014522725396091118;0.343821074311782;tvm
[1, 256, 1, 4];0.0014467138826148584;0.34514212572523806;jir
[1, 256, 1, 4];0.0014563114091288298;0.3428675361821142;mlir
[1, 256, 1, 4];0.0014522905985359102;0.34381679896935463;tvm
[1, 256, 2, 1];0.0013965381804155186;0.3575426091203172;jir
[1, 256, 2, 1];0.001406995186698623;0.35488529703752214;mlir
[1, 256, 2, 1];0.0014023534749867395;0.3560599475582476;tvm
[1, 256, 2, 4];0.0013963460369268432;0.35759180858982526;jir
[1, 256, 2, 4];0.0014078517706366256;0.3546693729952218;mlir
[1, 256, 2, 4];0.0014027246506884694;0.3559657303497399;tvm
[1, 256, 4, 1];0.001396695341099985;0.3575023772676563;jir
[1, 256, 4, 1];0.0014082081615924835;0.354579612858686;mlir
[1, 256, 4, 1];0.0014032991166459396;0.35582000931871643;tvm
[1, 256, 4, 4];0.0013968038256280124;0.35747461139534487;jir
[1, 256, 4, 4];0.0014055337669560686;0.35525429306709183;mlir
[1, 256, 4, 4];0.0014024989650351927;0.3560230112179622;tvm
[1, 256, 8, 1];0.0013962633383926004;0.35761298820373794;jir
[1, 256, 8, 1];0.001425643262336962;0.3502432326186564;mlir
[1, 256, 8, 1];0.0014003805117681623;0.35656159205718024;tvm
[1, 256, 8, 4];0.0013992059393785894;0.35686090996988046;jir
[1, 256, 8, 4];0.0014085025322856382;0.35450550731466096;mlir
[1, 256, 8, 4];0.001400432622176595;0.35654832432126826;tvm
[1, 256, 16, 1];0.001398044842062518;0.35715728833508764;jir
[1, 256, 16, 1];0.001408165117027238;0.3545904515913715;mlir
[1, 256, 16, 1];0.0013975405308883637;0.3572861707592156;tvm
[1, 256, 16, 4];0.0013930395361967385;0.3584405839084424;jir
[1, 256, 16, 4];0.0014095514197833836;0.35424170963457247;mlir
[1, 256, 16, 4];0.0013974721950944513;0.3573036419004794;tvm
[1, 256, 32, 1];0.0013916289462940767;0.35880390824839087;jir
[1, 256, 32, 1];0.0014060324610909447;0.35512829083226105;mlir
[1, 256, 32, 1];0.0013979581417515874;0.3571794389610792;tvm
[1, 256, 32, 4];0.0013924140221206471;0.35860160615262787;jir
[1, 256, 32, 4];0.0014123392902547494;0.35354245839315285;mlir
[1, 256, 32, 4];0.0013968777057016268;0.3574557047648665;tvm
[1, 256, 64, 1];0.001391631391015835;0.35880327792650596;jir
[1, 256, 64, 1];0.0014264596829889342;0.35004277423084956;mlir
[1, 256, 64, 1];0.0014140337880235165;0.35311879319364653;tvm
[1, 256, 64, 4];0.0013921449281042442;0.35867092188588245;jir
[1, 256, 64, 4];0.0013998912763781846;0.3566862035555764;mlir
[1, 256, 64, 4];0.0014264876081142575;0.350035921743465;tvm
[2, 16, 1, 1];0.0019889380782842636;0.25104949732403914;jir
[2, 16, 1, 1];0.0019992289307992905;0.24975724243960204;mlir
[2, 16, 1, 1];0.001989931450225413;0.2509241736469582;tvm
[2, 16, 1, 4];0.001989189739106223;0.2510177359884526;jir
[2, 16, 1, 4];0.002001088490942493;0.24952514944840298;mlir
[2, 16, 1, 4];0.001988458738196641;0.2511100155966758;tvm
[2, 16, 2, 1];0.001994274673052132;0.25037769947592975;jir
[2, 16, 2, 1];0.0020005467522423714;0.24959271969136695;mlir
[2, 16, 2, 1];0.0019912654533982277;0.2507560726822125;tvm
[2, 16, 2, 4];0.0019925226806662977;0.2505978524645612;jir
[2, 16, 2, 4];0.001998944499064237;0.24979278063780744;mlir
[2, 16, 2, 4];0.001990625460166484;0.2508366916597884;tvm
[2, 16, 4, 1];0.0019950685382355005;0.25027807074914843;jir
[2, 16, 4, 1];0.002007062401389703;0.24878245161494283;mlir
[2, 16, 4, 1];0.001994658639887348;0.2503295023904967;tvm
[2, 16, 4, 4];0.001992785168113187;0.2505648439940336;jir
[2, 16, 4, 4];0.0020034945337101817;0.24922548894467556;mlir
[2, 16, 4, 4];0.001989751064684242;0.25094692176538336;tvm
[2, 16, 8, 1];0.0019831529061775655;0.25178184859397673;jir
[2, 16, 8, 1];0.001991489698411897;0.2507278371362335;mlir
[2, 16, 8, 1];0.001986992225283757;0.2512953490246284;tvm
[2, 16, 8, 4];0.0019765195611398667;0.2526268469986423;jir
[2, 16, 8, 4];0.0019883114146068692;0.2511286215497743;mlir
[2, 16, 8, 4];0.0019766237819567323;0.25261352682279664;tvm
[2, 16, 16, 1];0.0019937260367441922;0.2504465987600336;jir
[2, 16, 16, 1];0.002001097484026104;0.24952402806348795;mlir
[2, 16, 16, 1];0.001996612991206348;0.25008447153307156;tvm
[2, 16, 16, 4];0.0019761494477279484;0.252674161529632;jir
[2, 16, 16, 4];0.0019888313254341483;0.25106297269976185;mlir
[2, 16, 16, 4];0.001973552949493751;0.25300659143195986;tvm
[2, 16, 32, 1];0.0019768804777413607;0.25258072523048714;jir
[2, 16, 32, 1];0.0019842998881358653;0.2516363115007726;mlir
[2, 16, 32, 1];0.0019771789957303554;0.25254259014493474;tvm
[2, 16, 32, 4];0.0019759241840802133;0.25270296744423804;jir
[2, 16, 32, 4];0.0019870579708367586;0.2512870344450183;mlir
[2, 16, 32, 4];0.0019784529868047684;0.2523799696490727;tvm
[2, 16, 64, 1];0.0019746908510569483;0.2528607981824821;jir
[2, 16, 64, 1];0.001983643276616931;0.2517196063666697;mlir
[2, 16, 64, 1];0.001975246734218672;0.2527896369156213;tvm
[2, 16, 64, 4];0.0019756803812924773;0.2527341514801355;jir
[2, 16, 64, 4];0.0019902090716641396;0.25088917132931676;mlir
[2, 16, 64, 4];0.0019723650766536593;0.2531589667005567;tvm
[2, 16, 128, 1];0.0038042846717871726;0.13125250811667938;jir
[2, 16, 128, 1];0.002023713488597423;0.24673547296854276;mlir
[2, 16, 128, 1];0.0033359694061800838;0.1496782026348566;tvm
[2, 16, 128, 4];0.001972725323867053;0.2531127363352869;jir
[2, 16, 128, 4];0.0019817764114122838;0.2519567302782004;mlir
[2, 16, 128, 4];0.0019935374439228326;0.2504702915333016;tvm
[2, 16, 256, 1];0.003994485945440829;0.12500279424735838;jir
[2, 16, 256, 1];0.002053802745649591;0.24312067252786526;mlir
[2, 16, 256, 1];0.003715979808475822;0.13437153334983026;tvm
[2, 16, 256, 4];0.0019762592564802617;0.25266012195748155;jir
[2, 16, 256, 4];0.0019973436428699642;0.24999298770863176;mlir
[2, 16, 256, 4];0.002008473064051941;0.24860771782249394;tvm
[2, 16, 512, 1];0.009324937127530575;0.053546945993633195;jir
[2, 16, 512, 1];0.005236390745267272;0.095356120093444;mlir
[2, 16, 512, 1];0.005226842069532722;0.09553032177353389;tvm
[2, 16, 512, 4];0.004014857113361359;0.12436853682791653;jir
[2, 16, 512, 4];0.004411207162775099;0.11319393679252651;mlir
[2, 16, 512, 4];0.004000955086667091;0.12480067732473701;tvm
[2, 32, 1, 1];0.0010507886327104643;0.4751877677567993;jir
[2, 32, 1, 1];0.001071965802111663;0.46580021841955377;mlir
[2, 32, 1, 1];0.001051642990205437;0.4748017239808378;tvm
[2, 32, 1, 4];0.001046601595589891;0.4770888052014428;jir
[2, 32, 1, 4];0.0010588018194539472;0.4715914683820798;mlir
[2, 32, 1, 4];0.0010511669679544866;0.4750167385240024;tvm
[2, 32, 2, 1];0.0010517187765799463;0.47476750998554496;jir
[2, 32, 2, 1];0.0010639577376423404;0.46930614543804056;mlir
[2, 32, 2, 1];0.0010553546453593299;0.47313185852505;tvm
[2, 32, 2, 4];0.0010475884046172723;0.47663939631360075;jir
[2, 32, 2, 4];0.0010541258670855314;0.4736833810391544;mlir
[2, 32, 2, 4];0.0010500246717128903;0.4755334976533152;tvm
[2, 32, 4, 1];0.0010743994498625398;0.46474512326471196;jir
[2, 32, 4, 1];0.001085485186195001;0.45999881998592707;mlir
[2, 32, 4, 1];0.0010772444366011769;0.4635177382185603;tvm
[2, 32, 4, 4];0.0010503081284696236;0.4754051608545138;jir
[2, 32, 4, 4];0.0010749480134109035;0.46450795622898355;mlir
[2, 32, 4, 4];0.0010546772537054494;0.4734357387604716;tvm
[2, 32, 8, 1];0.0010865502699743956;0.459547909158102;jir
[2, 32, 8, 1];0.0010946920810965821;0.45613000530863507;mlir
[2, 32, 8, 1];0.001090096338884905;0.4580530059138419;tvm
[2, 32, 8, 4];0.0010408061207272112;0.4797453577742496;jir
[2, 32, 8, 4];0.0010550567676546052;0.47326543942455257;mlir
[2, 32, 8, 4];0.0010475710150785744;0.4766473084638109;tvm
[2, 32, 16, 1];0.001038657544995658;0.4807377630554757;jir
[2, 32, 16, 1];0.001256745876162313;0.39731334252448003;mlir
[2, 32, 16, 1];0.0010481001809239388;0.4764066583041081;tvm
[2, 32, 16, 4];0.0010394163255114108;0.48038682143676137;jir
[2, 32, 16, 4];0.001057197034242563;0.47230732643858375;mlir
[2, 32, 16, 4];0.0010415254218969494;0.47941403470736277;tvm
[2, 32, 32, 1];0.0010439374746056274;0.478306332427175;jir
[2, 32, 32, 1];0.001314691806328483;0.3798014883475637;mlir
[2, 32, 32, 1];0.0010445442603668198;0.4780284796994188;tvm
[2, 32, 32, 4];0.001038749105646275;0.48069538837411885;jir
[2, 32, 32, 4];0.0010480581113370135;0.47642578151026094;mlir
[2, 32, 32, 4];0.0010463302896823734;0.47721251089221567;tvm
[2, 32, 64, 1];0.0010480823693796992;0.47641475455543175;jir
[2, 32, 64, 1];0.0013218984386185184;0.37773091349115523;mlir
[2, 32, 64, 1];0.001059707734384574;0.47118831783547027;tvm
[2, 32, 64, 4];0.00104288654983975;0.4787883253826897;jir
[2, 32, 64, 4];0.0010490709828445688;0.4759657953821078;mlir
[2, 32, 64, 4];0.0010528210405027494;0.4742704463082022;tvm
[2, 32, 128, 1];0.0030187608499545604;0.16540624765602774;jir
[2, 32, 128, 1];0.0011726502707460895;0.4258063271022955;mlir
[2, 32, 128, 1];0.0019114137103315443;0.26123172710490544;tvm
[2, 32, 128, 4];0.0010623324051266536;0.4700241679085131;jir
[2, 32, 128, 4];0.001046697361744009;0.477045154608906;mlir
[2, 32, 128, 4];0.0010744697065092623;0.4647147348472969;tvm
[2, 32, 256, 1];0.0035019947681576014;0.14258213898606076;jir
[2, 32, 256, 1];0.0015132598782656714;0.3299644112247075;mlir
[2, 32, 256, 1];0.0021591127733699977;0.2312625402991575;tvm
[2, 32, 256, 4];0.0010473721922608092;0.4767377904926916;jir
[2, 32, 256, 4];0.0013866872468497604;0.3600825679303326;mlir
[2, 32, 256, 4];0.0014341286441776901;0.3481709306825882;tvm
[2, 64, 1, 1];0.0008585664909332991;0.5815762786398991;jir
[2, 64, 1, 1];0.0008652617107145488;0.5770761592461495;mlir
[2, 64, 1, 1];0.0008598819404141977;0.5806865818363225;tvm
[2, 64, 1, 4];0.0008585586765548214;0.5815815719964035;jir
[2, 64, 1, 4];0.0008748938416829333;0.5707228477016324;mlir
[2, 64, 1, 4];0.0008601844892837107;0.5804823395242782;tvm
[2, 64, 2, 1];0.0008686949440743774;0.5747954539944381;jir
[2, 64, 2, 1];0.0008816543559078127;0.5663465522696456;mlir
[2, 64, 2, 1];0.0008754593873163685;0.5703541614791808;tvm
[2, 64, 2, 4];0.0008592866652179509;0.5810888554115475;jir
[2, 64, 2, 4];0.0008709036483196542;0.5733377116117384;mlir
[2, 64, 2, 4];0.0008648651273688301;0.5773407771463586;tvm
[2, 64, 4, 1];0.0008911720797186717;0.5602979672787016;jir
[2, 64, 4, 1];0.0009017248667078093;0.5537408617607777;mlir
[2, 64, 4, 1];0.0008935372752603143;0.5588148570706658;tvm
[2, 64, 4, 4];0.0008631341333966702;0.5784986196721659;jir
[2, 64, 4, 4];0.0008781351061770692;0.5686162655945796;mlir
[2, 64, 4, 4];0.0008665774075780064;0.5762000029027499;tvm
[2, 64, 8, 1];0.0008409078582189977;0.5937890815046544;jir
[2, 64, 8, 1];0.0008584087481722236;0.5816831501602139;mlir
[2, 64, 8, 1];0.0008724209183128551;0.5723405918871436;tvm
[2, 64, 8, 4];0.0008563348819734529;0.5830918665968627;jir
[2, 64, 8, 4];0.0008631394302938133;0.578495069553172;mlir
[2, 64, 8, 4];0.00087850219279062;0.56837866639328;tvm
[2, 64, 16, 1];0.000851821998367086;0.5861810398405863;jir
[2, 64, 16, 1];0.0008648446091683581;0.5773544743974954;mlir
[2, 64, 16, 1];0.000860811021993868;0.5800598412475505;tvm
[2, 64, 16, 4];0.0008537650865036994;0.5848469475446759;jir
[2, 64, 16, 4];0.0008688412490300834;0.5746986636733863;mlir
