X;time;peak
[8, 16, 1, 8, 1, 1, 1];0.0304189;0.01641485736702855
[2, 32, 4, 4, 1, 16, 4];0.00280809;0.17781549194003923
[1, 128, 1, 64, 4, 1, 512];0.0673552;0.007413264376943499
[4, 4, 4, 128, 2, 1, 2];0.031688;0.015757444608744786
[1, 2, 128, 1, 4, 16, 8];0.010294;0.048506110818137244
[1, 1, 4, 1, 8, 2, 64];0.0251741;0.019834747012282654
[16, 8, 1, 16, 1, 4, 16];0.00901985;0.05535811623939476
[2, 2, 4, 4, 64, 1, 2];0.028245;0.0176782405651232
[4, 4, 1, 2, 2, 8, 16];0.00528812;0.0944233309308232
[32, 2, 1, 1, 128, 1, 64];0.0495589;0.010075322591137106
[2, 1, 16, 4, 2, 8, 2];0.00606513;0.08232666154920089
[8, 2, 1, 2, 1, 64, 2];0.001858;0.2687416064380542
[8, 16, 1, 4, 8, 4, 16];0.00860906;0.05799958471214102
[2, 2, 1, 256, 1, 1, 1];0.0391932;0.012740013695281447
[2, 2, 4, 64, 2, 2, 4];0.0166109;0.03005989469335826
[1, 8, 4, 2, 1, 32, 128];0.00208592;0.23937730342578087
[4, 4, 4, 4, 2, 16, 256];0.00344896;0.14477462909454003
[8, 8, 1, 1, 32, 4, 512];0.0159259;0.031352821803596956
[4, 16, 1, 128, 2, 1, 64];0.0628359;0.007946443112327582
[16, 1, 8, 8, 8, 4, 32];0.00909495;0.05490100602663069
[8, 16, 1, 8, 16, 1, 8];0.0255561;0.019538266979778007
[16, 2, 8, 64, 1, 2, 8];0.0153239;0.03258451861222696
[1, 1, 4, 4, 1, 64, 32];0.00201416;0.24790577946235887
[4, 1, 2, 1, 2, 1, 256];0.060179;0.008297278199403525
[1, 64, 1, 4, 4, 8, 512];0.00854683;0.05842188329028479
[2, 32, 1, 8, 4, 1, 2];0.0351;0.01422569529236196
[1, 4, 16, 16, 1, 4, 1];0.0385292;0.012959571046424654
[1, 2, 128, 2, 2, 16, 4];0.00835991;0.0597281435759362
[1, 2, 2, 2, 32, 2, 1];0.016233;0.030759681190285514
[8, 1, 32, 4, 1, 8, 4];0.00819993;0.060893435036872855
[1, 32, 8, 8, 2, 4, 32];0.01125;0.04438416931216931
[8, 32, 1, 4, 4, 8, 256];0.00835085;0.0597929438035535
[1, 4, 4, 8, 1, 1, 8];0.0278201;0.01794824262895909
[4, 32, 1, 8, 4, 8, 64];0.00900817;0.055429893614563755
[64, 1, 1, 32, 2, 2, 8];0.019484;0.025627279037256454
[1, 1, 32, 1, 1, 1, 4];0.0598149;0.008347784661713131
[2, 4, 32, 4, 1, 16, 2];0.010124;0.049320614852025366
[8, 8, 4, 2, 8, 2, 16];0.016788;0.02974278679782611
[4, 16, 2, 4, 4, 16, 64];0.00272322;0.18335716716310277
[1, 2, 64, 1, 64, 4, 4];0.0516639;0.009664812465994724
[2, 4, 2, 2, 16, 4, 32];0.0120199;0.04154126945830704
[4, 32, 1, 1, 32, 2, 128];0.028923;0.01726383517484026
[32, 8, 1, 1, 4, 8, 4];0.0041399;0.12061206907459232
[4, 2, 4, 4, 16, 4, 1];0.00823212;0.06065532387306122
[64, 1, 2, 8, 2, 16, 64];0.003052;0.1636048180740186
[8, 2, 4, 1, 2, 8, 2];0.00443006;0.1127122216768858
[8, 4, 1, 1, 32, 8, 1];0.00425506;0.1173477940997083
[1, 16, 8, 128, 1, 1, 32];0.027581;0.018103836146691737
[1, 8, 4, 16, 4, 2, 32];0.018338;0.027228809290102778
[8, 2, 16, 64, 1, 4, 32];0.0107341;0.04651735168872144
[1, 16, 2, 64, 2, 2, 16];0.018821;0.026530041164757705
[1, 16, 4, 4, 8, 1, 16];0.033458;0.01492384197387485
[1, 16, 2, 16, 1, 4, 8];0.00692797;0.0720733353005144
[1, 2, 1, 4, 8, 2, 128];0.0350831;0.014232548000658573
[4, 4, 2, 2, 1, 8, 128];0.00475311;0.10505161983667637
[4, 2, 8, 128, 1, 1, 2];0.039676;0.012584986005693738
[1, 2, 4, 1, 2, 2, 128];0.022337;0.02235402716398374
[32, 1, 1, 32, 1, 2, 8];0.0306919;0.016268849590996476
[2, 64, 1, 1, 8, 32, 4];0.00197411;0.25293519852586976
[8, 1, 1, 16, 16, 1, 64];0.065886;0.007578573669093658
[1, 4, 16, 1, 8, 4, 64];0.0106671;0.04680952693439686
[1, 64, 1, 1, 1, 128, 128];0.00239611;0.20838855676989154
[8, 1, 2, 4, 32, 1, 1];0.0322461;0.015484722331131665
[8, 16, 1, 4, 1, 4, 16];0.00881791;0.05662587900782666
[1, 4, 8, 4, 2, 4, 2];0.00886106;0.05635013246292258
[1, 16, 2, 4, 2, 8, 1];0.00598383;0.08344520228046332
[4, 2, 1, 4, 2, 2, 4];0.0181851;0.027457748638275555
[1, 1, 4, 2, 2, 64, 32];0.00196695;0.2538559214834667
[1, 4, 2, 32, 4, 1, 4];0.0298309;0.016738412342970032
[2, 2, 1, 1, 1, 1, 8];0.038914;0.01283142069080292
[1, 16, 2, 1, 1, 2, 16];0.0140641;0.035503295963616927
[2, 2, 64, 1, 32, 2, 4];0.103811;0.004809913253527129
[8, 2, 2, 1, 8, 16, 128];0.00258493;0.19316650925243808
[4, 2, 1, 2, 8, 1, 4];0.046355;0.010771694634061153
[4, 1, 16, 8, 4, 2, 16];0.027421;0.018209471017173143
[2, 32, 1, 16, 4, 4, 32];0.0117002;0.04267635636672064
[2, 1, 4, 32, 2, 4, 2];0.00830007;0.06015875827094287
[2, 64, 1, 1, 64, 2, 64];0.025526;0.019561306305802113
[1, 32, 4, 1, 16, 4, 8];0.00814199;0.061326764680613065
[2, 128, 1, 16, 1, 1, 8];0.0324478;0.015388467161468721
[2, 4, 1, 2, 1, 4, 16];0.010159;0.04915069443467908
[4, 4, 2, 4, 32, 2, 1];0.016187;0.030847093640693445
[1, 16, 8, 32, 4, 2, 1];0.0212111;0.0235405945359696
[4, 8, 2, 1, 4, 4, 2];0.0077951;0.06405586904105204
[1, 16, 8, 4, 32, 2, 16];0.0168929;0.029558092734930343
[16, 4, 2, 4, 32, 1, 4];0.0262852;0.0189963136959926
[32, 2, 4, 4, 64, 1, 16];0.0318971;0.015654147391515365
[128, 2, 1, 4, 2, 4, 2];0.00462413;0.10798180517457441
[2, 4, 8, 8, 1, 16, 32];0.00215292;0.23192775614602715
[128, 2, 1, 16, 2, 1, 1];0.0205641;0.02428124278533487
[4, 4, 4, 4, 16, 2, 1];0.0162151;0.030793637089003754
[4, 32, 1, 4, 1, 2, 128];0.029474;0.01694109739980677
[8, 4, 1, 1, 4, 64, 4];0.00182915;0.27298029399551965
[1, 8, 8, 2, 8, 16, 2];0.00268197;0.18617728936636307
[16, 8, 1, 64, 1, 1, 4];0.027055;0.01845580871417131
[8, 1, 32, 4, 8, 8, 4];0.0081811;0.06103359019715011
[4, 32, 2, 8, 1, 2, 4];0.020401;0.02447536418616268
[2, 4, 8, 8, 2, 2, 32];0.0210371;0.023735301194646827
[16, 1, 8, 1, 32, 2, 32];0.0233641;0.021371330578190677
[8, 2, 8, 128, 1, 1, 2];0.040242;0.01240797934401632
[8, 4, 8, 2, 1, 128, 16];0.00334191;0.14941213400776945
[1, 1, 1, 8, 1, 32, 512];0.00259209;0.19263293510715476
[8, 2, 8, 1, 1, 2, 8];0.015933;0.03133885048402089
[2, 32, 2, 1, 8, 32, 16];0.00178099;0.28036199235363746
[16, 4, 1, 64, 1, 1, 4];0.036057;0.013848126709429648
[4, 64, 1, 8, 4, 1, 2];0.0338969;0.014730606774126978
[8, 16, 1, 2, 2, 64, 256];0.00237107;0.2105892718316645
[4, 16, 1, 2, 16, 1, 1];0.036448;0.013699569379990803
[1, 16, 1, 2, 8, 8, 1];0.00454688;0.10981638063065328
[1, 1, 1, 2, 4, 32, 64];0.00246811;0.202309420877475
[16, 1, 16, 32, 1, 8, 64];0.00625491;0.07982879126348817
[8, 1, 16, 1, 8, 4, 16];0.0101349;0.04926757094415384
[4, 2, 4, 2, 16, 2, 8];0.015882;0.03143948525134774
[32, 4, 1, 1, 4, 16, 1];0.00226498;0.22045311868621564
[1, 4, 2, 2, 8, 2, 16];0.016134;0.030948425980036248
[16, 2, 2, 4, 1, 64, 2];0.00121093;0.4123458042677155
[16, 2, 1, 2, 4, 8, 4];0.00408792;0.12214571340973032
[1, 4, 1, 4, 32, 1, 16];0.032284;0.015466543946286234
[2, 16, 2, 16, 1, 8, 4];0.00484395;0.10308155632529337
[32, 1, 2, 16, 1, 8, 8];0.00520587;0.0959151697529721
[16, 2, 2, 1, 8, 4, 64];0.00962901;0.0518559960745606
[128, 1, 2, 16, 4, 1, 64];0.0392959;0.012706717615881167
[2, 16, 1, 2, 16, 8, 128];0.00742197;0.06727619550630153
[4, 4, 2, 32, 1, 1, 4];0.0316331;0.015784792029927663
[1, 64, 2, 1, 16, 2, 2];0.0144029;0.034668150494824294
[2, 32, 2, 4, 2, 4, 128];0.011322;0.04410191704309351
[4, 32, 1, 2, 2, 4, 128];0.017102;0.029196696571272645
[8, 8, 2, 8, 16, 2, 32];0.016504;0.0302545991736491
[2, 32, 2, 1, 32, 2, 128];0.0178771;0.0279308111920784
[1, 2, 16, 64, 2, 2, 8];0.023016;0.02169455616796597
[4, 8, 2, 1, 1, 4, 256];0.00948119;0.05266447616405796
[1, 4, 1, 1, 4, 8, 64];0.00716686;0.06967094442502084
[1, 1, 2, 4, 2, 16, 1];0.00260019;0.1920328532768393
[1, 8, 32, 64, 2, 1, 1];0.102487;0.004872051135869962
[2, 8, 8, 128, 2, 1, 16];0.0414321;0.012051571239736937
[2, 16, 4, 2, 1, 8, 2];0.013478;0.037047180943901525
[8, 1, 4, 8, 2, 4, 32];0.0108871;0.04586362803335183
[4, 4, 16, 1, 128, 2, 32];0.0188739;0.02645568243775292
[4, 32, 2, 8, 1, 4, 4];0.0100541;0.049663510882317144
[2, 128, 1, 1, 16, 8, 8];0.00349784;0.1427514994287631
[2, 1, 4, 8, 1, 16, 32];0.00262499;0.19021859312298517
[4, 8, 1, 8, 1, 1, 128];0.0606039;0.008239105152670121
[4, 8, 1, 2, 2, 8, 8];0.00429296;0.11631179996130986
[1, 2, 8, 4, 8, 1, 1];0.033468;0.0149193828361989
[2, 2, 64, 128, 1, 2, 2];0.0971189;0.005141346378119036
[2, 1, 4, 4, 2, 32, 1];0.002321;0.21513222953981248
[128, 2, 1, 1, 256, 1, 8];0.025449;0.019620492151436394
[64, 1, 2, 2, 32, 2, 512];0.0266671;0.018724267159230094
[1, 4, 32, 16, 1, 2, 16];0.030019;0.01663352892374512
[4, 2, 4, 4, 16, 4, 128];0.0126939;0.03933557888134496
[16, 4, 2, 8, 1, 2, 512];0.0198371;0.02517111396131011
[8, 2, 2, 8, 8, 2, 16];0.0163379;0.030562183925835314
[8, 4, 2, 2, 2, 4, 32];0.010319;0.048388594317463396
[2, 8, 4, 1, 2, 2, 1];0.02369;0.021077328187501257
[1, 2, 16, 1, 64, 4, 32];0.0132811;0.037596426859364415
[1, 1, 1, 2, 16, 8, 1];0.00422502;0.1181821399098477
[1, 32, 1, 1, 2, 128, 64];0.00230598;0.21653349324881602
[2, 2, 8, 64, 1, 1, 64];0.0319409;0.01563268113177477
[16, 8, 1, 2, 2, 8, 128];0.00863719;0.0578106889812433
[1, 8, 4, 64, 1, 1, 2];0.0313179;0.0159436585710378
[4, 1, 1, 4, 1, 2, 256];0.031034;0.01608951165695382
[8, 2, 2, 4, 1, 4, 16];0.00952005;0.05244950444187843
[1, 1, 128, 16, 1, 8, 1];0.0159211;0.03136227426257638
[2, 1, 8, 4, 4, 1, 2];0.0329871;0.015136883956513449
[2, 2, 1, 16, 1, 16, 32];0.00388694;0.12846143875694113
[2, 1, 8, 2, 1, 64, 16];0.00223994;0.22291753563126904
[2, 32, 4, 2, 64, 2, 256];0.0190361;0.02623026275139891
[4, 2, 1, 2, 4, 2, 1];0.0153928;0.032438666438978275
[2, 64, 1, 16, 4, 4, 2];0.010793;0.04626349529898126
[1, 1, 4, 8, 2, 4, 128];0.0118949;0.041977814421466746
[8, 1, 8, 1, 2, 8, 64];0.00598288;0.08345845224405382
[8, 8, 4, 8, 2, 4, 128];0.0116618;0.04281688116430609
[1, 16, 1, 1, 4, 16, 2];0.00123405;0.40462048114898486
[2, 4, 2, 1, 8, 2, 4];0.0133681;0.037351748173779724
[4, 16, 4, 2, 2, 2, 128];0.02916;0.017123522111176435
[64, 1, 2, 1, 4, 4, 64];0.0103071;0.048444461076530235
[16, 8, 2, 4, 8, 2, 1];0.0169978;0.02937567830906969
[2, 1, 2, 2, 4, 8, 128];0.00522494;0.09556509830962744
[2, 2, 8, 1, 16, 4, 16];0.00860715;0.05801245531469822
[4, 2, 4, 4, 1, 1, 64];0.0343451;0.014538373880463435
[1, 8, 8, 16, 8, 1, 16];0.0347919;0.014351671071769715
[64, 1, 2, 16, 2, 8, 8];0.0039618;0.12603410186327044
[2, 32, 1, 8, 1, 16, 256];0.00411582;0.12131772156263024
[32, 8, 1, 8, 2, 8, 256];0.0089488;0.05579763820421786
[128, 1, 2, 2, 8, 1, 16];0.0326259;0.015304463777609347
[2, 2, 64, 1, 1, 16, 2];0.012547;0.0397961189736116
[64, 1, 4, 1, 8, 2, 4];0.01512;0.03302393550012598
[4, 32, 1, 2, 4, 8, 8];0.00436306;0.11444305252779122
[2, 16, 2, 1, 1, 2, 256];0.0177648;0.028107375526991846
[16, 1, 2, 8, 1, 1, 1];0.0402339;0.012410477352727545
[1, 16, 2, 4, 4, 16, 16];0.00240207;0.20787150447818123
[1, 16, 1, 16, 16, 1, 32];0.042784;0.011670762545856039
[2, 2, 32, 16, 4, 1, 16];0.0753798;0.006624081050386242
[2, 2, 8, 2, 4, 2, 2];0.024847;0.02009586287124823
[16, 1, 4, 2, 64, 1, 32];0.032937;0.015159908454379718
[2, 16, 4, 32, 2, 1, 4];0.0281541;0.017735317582941907
[1, 32, 1, 1, 1, 8, 256];0.00886202;0.05634402819694661
[8, 32, 1, 4, 1, 4, 32];0.0111101;0.04494306124714492
[32, 2, 1, 128, 1, 2, 1];0.031842;0.01568123562470651
[1, 16, 8, 4, 8, 4, 4];0.00869203;0.057445948157323984
[2, 1, 1, 16, 1, 1, 2];0.0617938;0.00808045313222208
[32, 1, 1, 2, 2, 2, 8];0.019464;0.02565361204078837
[1, 16, 8, 128, 1, 1, 128];0.0326159;0.015309156109808552
[1, 8, 8, 64, 1, 4, 1];0.0397799;0.012552115635331028
[16, 1, 16, 32, 4, 1, 32];0.0484219;0.010311902357443736
[8, 8, 2, 8, 2, 2, 16];0.0191329;0.026097554723115927
[1, 64, 4, 8, 8, 4, 128];0.0106311;0.046968037621874015
[16, 4, 1, 2, 128, 1, 2];0.028367;0.01760221048267017
[2, 8, 1, 1, 32, 1, 512];0.0632699;0.007891934470607742
[4, 8, 8, 2, 1, 8, 32];0.00379395;0.1316100382877752
[2, 16, 8, 4, 4, 16, 1];0.00397205;0.12570886689792543
[2, 2, 1, 1, 2, 1, 32];0.051971;0.00960770246410315
[2, 2, 16, 2, 8, 1, 32];0.0459442;0.010868007382039621
[1, 64, 4, 2, 64, 1, 1];0.032707;0.015266514958935542
[1, 2, 32, 128, 1, 1, 4];0.113978;0.00438086213797316
[4, 2, 4, 1, 1, 32, 128];0.00212789;0.23465588200607398
[64, 4, 1, 1, 2, 64, 1];0.00240207;0.20787150447818123
[2, 4, 2, 1, 2, 4, 1];0.0108008;0.04623008524941716
[2, 2, 16, 4, 1, 4, 2];0.0116019;0.04303794247165592
[8, 1, 4, 1, 32, 2, 32];0.0166888;0.02991958108203734
[2, 64, 2, 2, 1, 1, 32];0.0304599;0.016392762443800037
[4, 16, 2, 4, 4, 8, 1];0.00590682;0.08453311676365706
[4, 16, 2, 2, 8, 2, 256];0.019119;0.026116528310157684
[16, 2, 2, 8, 2, 8, 1];0.00422001;0.11832244586195408
[16, 16, 1, 1, 16, 2, 64];0.025471;0.019603545395230057
[4, 8, 1, 1, 128, 2, 1];0.016185;0.030850905453315088
[8, 16, 2, 1, 32, 1, 512];0.0410461;0.012164904942537896
[16, 1, 2, 1, 32, 4, 2];0.00735188;0.0679175809128964
[4, 1, 8, 2, 4, 1, 4];0.0339868;0.014691642189376606
[2, 4, 8, 1, 1, 32, 4];0.00198889;0.2510555660503621
[16, 8, 2, 1, 128, 2, 2];0.00584102;0.08548539548947012
[8, 1, 1, 32, 4, 2, 2];0.0111401;0.044822030750343786
[64, 2, 1, 64, 4, 1, 128];0.062149;0.008034270941799622
[1, 2, 2, 2, 4, 16, 32];0.00256991;0.19429548301765617
[4, 4, 4, 1, 1, 64, 1];0.00240803;0.207357011649317
[8, 16, 1, 1, 4, 32, 32];0.00205612;0.24284667468917417
[2, 16, 8, 1, 32, 8, 128];0.00482798;0.10342252966290348
[2, 4, 1, 8, 32, 1, 32];0.0425901;0.011723896040673884
[1, 64, 4, 4, 16, 1, 32];0.034018;0.014678167580748568
[2, 8, 8, 8, 8, 4, 64];0.00975704;0.05117555167980297
[2, 16, 4, 16, 4, 2, 128];0.020319;0.024574137741124307
[16, 4, 4, 2, 8, 2, 1];0.016665;0.029962310516765966
[8, 2, 2, 4, 8, 4, 2];0.00987601;0.05055907241506487
[4, 16, 1, 4, 2, 1, 128];0.0677559;0.007369423249663938
[1, 2, 16, 1, 1, 32, 16];0.00350308;0.14253796794874932
[16, 1, 4, 4, 1, 64, 64];0.00221705;0.2252190544921877
[2, 4, 16, 2, 2, 1, 2];0.0561149;0.008898205374364112
[16, 16, 1, 4, 1, 8, 8];0.00235605;0.21193179464014122
[32, 2, 2, 16, 2, 2, 32];0.020808;0.02399663133227147
[1, 64, 4, 1, 64, 1, 32];0.0457239;0.010920369976356014
[1, 1, 4, 32, 2, 1, 1];0.036546;0.013662833272092835
[16, 16, 1, 1, 64, 1, 32];0.04234;0.011793148435566952
[4, 2, 16, 2, 16, 8, 16];0.0051899;0.09621031325495766
[4, 1, 2, 8, 8, 4, 64];0.00972104;0.051365070482366576
[32, 4, 2, 8, 1, 2, 4];0.016197;0.03082804869802462
[1, 1, 1, 1, 32, 2, 512];0.0314791;0.015862013360035856
[1, 2, 4, 8, 1, 16, 4];0.00258613;0.19307687732708906
[2, 4, 32, 64, 1, 2, 8];0.038934;0.012824829320437272
[1, 4, 1, 16, 4, 2, 64];0.035079;0.014234211487268873
[2, 16, 1, 1, 256, 1, 256];0.060771;0.008216450358919629
[1, 128, 2, 1, 2, 128, 4];0.00127101;0.3928544266071115
[128, 1, 1, 16, 4, 1, 512];0.0631831;0.00790277629242479
[4, 4, 16, 8, 1, 4, 16];0.00907922;0.05499612353945656
[2, 64, 2, 2, 16, 2, 1];0.018832;0.026514544645385767
[8, 1, 1, 2, 16, 1, 16];0.032886;0.015183418620747575
[16, 2, 4, 16, 1, 16, 256];0.00270796;0.1843904285003858
[4, 1, 1, 4, 1, 64, 8];0.0017252;0.2894284168571208
[8, 1, 2, 1, 32, 2, 1];0.016319;0.030597579800349578
[16, 1, 1, 1, 64, 1, 512];0.0629292;0.00793466156826886
[1, 2, 1, 16, 8, 2, 64];0.026129;0.01910987426851027
[128, 1, 2, 64, 1, 4, 8];0.010206;0.04892434888907552
[1, 64, 2, 2, 1, 16, 32];0.00230598;0.21653349324881602
[64, 4, 1, 8, 16, 1, 1];0.0367699;0.013579637278369121
[2, 4, 8, 32, 1, 2, 8];0.0139871;0.03569874418299038
[2, 8, 16, 2, 1, 4, 64];0.0126882;0.039353249851192824
[1, 4, 4, 32, 1, 2, 128];0.0237498;0.021024257246878068
[2, 4, 1, 8, 2, 1, 256];0.0705898;0.007073570186654514
[1, 8, 2, 2, 1, 8, 4];0.00449395;0.11110980423945632
[128, 1, 2, 4, 8, 4, 16];0.00857997;0.05819622967934676
[2, 4, 16, 8, 1, 4, 32];0.0106859;0.04672717363646532
[64, 1, 2, 4, 1, 4, 2];0.010246;0.048733350064601284
[2, 64, 1, 1, 1, 128, 128];0.0023911;0.20882518705278102
[1, 1, 4, 2, 4, 16, 8];0.00244093;0.20456215653947665
[4, 8, 4, 4, 4, 16, 64];0.00282502;0.17674986540339704
[128, 1, 2, 64, 4, 1, 64];0.039222;0.012730658935339981
[1, 2, 1, 32, 2, 1, 128];0.0679631;0.007346955991735292
[4, 2, 4, 32, 1, 1, 4];0.032337;0.015441194444812593
[16, 16, 1, 2, 16, 1, 32];0.043014;0.011608357854696258
[16, 1, 8, 1, 16, 16, 1];0.00264096;0.1890683330159884
[1, 4, 8, 16, 16, 1, 32];0.0341051;0.014640681445352887
[4, 2, 16, 1, 1, 2, 2];0.021841;0.022861677796891387
