kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
24,2,1,1,32,16,1,[24; 2; 1; 1; 32; 16; 1],0.006351886000629747,0.2722179117644294,tvm
4,4,1,1,192,192,12,[4; 4; 1; 1; 192; 192; 12],0.00522409099903598,0.3309852648386522,tvm
24,24,197,1,256,16,1,[24; 24; 197; 1; 256; 16; 1],0.005341846748706303,0.323689020707286,tvm
2,2,1,1,256,64,4,[2; 2; 1; 1; 256; 64; 4],0.0062166302177502075,0.2781405813587062,tvm
16,16,1,1,48,48,3,[16; 16; 1; 1; 48; 48; 3],0.0037217861881799763,0.46458798421805736,tvm
2,2,197,1,256,16,1,[2; 2; 197; 1; 256; 16; 1],0.015908242625300772,0.10869190165022714,tvm
16,8,1,1,768,64,4,[16; 8; 1; 1; 768; 64; 4],0.005946273469817243,0.2907866837329105,tvm
3,3,197,1,384,48,3,[3; 3; 197; 1; 384; 48; 3],0.00468450618609495,0.36910980030075163,tvm
6,1,197,1,96,48,3,[6; 1; 197; 1; 96; 48; 3],0.0033212850939889904,0.520610876189623,tvm
16,4,1,1,128,64,4,[16; 4; 1; 1; 128; 64; 4],0.0036352802817418706,0.4756434191722443,tvm
24,4,197,1,768,16,1,[24; 4; 197; 1; 768; 16; 1],0.005970782718577539,0.28959304405387537,tvm
48,12,197,1,256,128,8,[48; 12; 197; 1; 256; 128; 8],0.005371368624764727,0.32190997558520373,tvm
6,2,1,1,96,32,2,[6; 2; 1; 1; 96; 32; 2],0.003278793843492167,0.5273576886479455,tvm
1,1,1,1,48,16,1,[1; 1; 1; 1; 48; 16; 1],0.01310581513098441,0.13193358257963356,tvm
24,24,197,1,64,16,1,[24; 24; 197; 1; 64; 16; 1],0.00533450646980782,0.32413441667818144,tvm
24,3,197,1,768,96,6,[24; 3; 197; 1; 768; 96; 6],0.0034821788449335145,0.49655609888416186,tvm
2,1,197,1,384,64,4,[2; 1; 197; 1; 384; 64; 4],0.00652405125219957,0.2650342672084591,tvm
4,1,197,1,192,48,3,[4; 1; 197; 1; 192; 48; 3],0.003793555000811466,0.45579862226520446,tvm
16,8,197,1,32,16,1,[16; 8; 197; 1; 32; 16; 1],0.004852153093452216,0.35635667497599965,tvm
16,1,197,1,96,32,2,[16; 1; 197; 1; 96; 32; 2],0.0035266278755443636,0.49029758848323135,tvm
24,1,197,1,384,96,6,[24; 1; 197; 1; 384; 96; 6],0.0063415525619348045,0.2726614856488071,tvm
24,1,1,1,96,96,6,[24; 1; 1; 1; 96; 96; 6],0.007732582813332556,0.22361184931324954,tvm
24,8,1,1,128,128,8,[24; 8; 1; 1; 128; 128; 8],0.0026809195460373303,0.644964204693469,tvm
3,1,1,1,192,96,6,[3; 1; 1; 1; 192; 96; 6],0.004201437750452897,0.41154891386186876,tvm
24,2,197,1,128,64,4,[24; 2; 197; 1; 128; 64; 4],0.003502993469737703,0.493605585564113,tvm
24,12,197,1,256,128,8,[24; 12; 197; 1; 256; 128; 8],0.0028598597809832427,0.6046090631277962,tvm
3,3,197,1,128,128,8,[3; 3; 197; 1; 128; 128; 8],0.004294167812986416,0.4026617538392444,tvm
32,1,197,1,256,128,8,[32; 1; 197; 1; 256; 128; 8],0.004276280031263013,0.4043460975932505,tvm
4,4,1,1,192,96,6,[4; 4; 1; 1; 192; 96; 6],0.004726850595034193,0.365803214654944,tvm
24,3,197,1,384,48,3,[24; 3; 197; 1; 384; 48; 3],0.0038461749682028312,0.44956278826417584,tvm
6,2,1,1,768,16,1,[6; 2; 1; 1; 768; 16; 1],0.00385838512556802,0.4481401121414986,tvm
6,6,1,1,48,48,3,[6; 6; 1; 1; 48; 48; 3],0.0038760985007684212,0.4460921574914456,tvm
24,3,1,1,256,16,1,[24; 3; 1; 1; 256; 16; 1],0.005445799592052936,0.31751024135747064,tvm
24,1,1,1,96,48,3,[24; 1; 1; 1; 96; 48; 3],0.005362303500078269,0.32245417344092975,tvm
3,3,1,1,384,192,12,[3; 3; 1; 1; 384; 192; 12],0.005868597843800671,0.2946354800378228,tvm
16,16,1,1,32,16,1,[16; 16; 1; 1; 32; 16; 1],0.005082725187094184,0.34019095646713005,tvm
6,2,197,1,384,16,1,[6; 2; 197; 1; 384; 16; 1],0.006081139812522451,0.28433767289752787,tvm
64,8,197,1,768,128,8,[64; 8; 197; 1; 768; 128; 8],0.005230326532910112,0.33059066809258786,tvm
24,12,197,1,192,64,4,[24; 12; 197; 1; 192; 64; 4],0.0036938175926479744,0.46810571975688997,tvm
6,1,197,1,768,32,2,[6; 1; 197; 1; 768; 32; 2],0.004107579250558047,0.4209528380060425,tvm
6,2,197,1,96,32,2,[6; 2; 197; 1; 96; 32; 2],0.00365765227979864,0.4727341503748225,tvm
4,4,197,1,384,192,12,[4; 4; 197; 1; 384; 192; 12],0.0051914833438786445,0.33306417998931787,tvm
24,3,1,1,64,16,1,[24; 3; 1; 1; 64; 16; 1],0.006051606780602015,0.2857252966930432,tvm
16,2,1,1,192,192,12,[16; 2; 1; 1; 192; 192; 12],0.0029581132966995938,0.5845270175372659,tvm
24,1,197,1,64,32,2,[24; 1; 197; 1; 64; 32; 2],0.007754928250506055,0.22296752297409186,tvm
8,2,1,1,384,32,2,[8; 2; 1; 1; 384; 32; 2],0.0036469561237026937,0.47412063216752365,tvm
12,6,197,1,32,16,1,[12; 6; 197; 1; 32; 16; 1],0.005107128250529058,0.33856544383392406,tvm
24,1,197,1,256,64,4,[24; 1; 197; 1; 256; 64; 4],0.0035681268745975103,0.4845951961986182,tvm
12,3,197,1,384,32,2,[12; 3; 197; 1; 384; 32; 2],0.0035128760609950405,0.49221695067925825,tvm
6,3,1,1,192,96,6,[6; 3; 1; 1; 192; 96; 6],0.0031805946564418264,0.5436395798990327,tvm
32,32,197,1,384,192,12,[32; 32; 197; 1; 384; 192; 12],0.004183496937912423,0.41331383015663614,tvm
64,2,1,1,256,128,8,[64; 2; 1; 1; 256; 128; 8],0.005257794218778145,0.3288636015235618,tvm
12,3,197,1,96,48,3,[12; 3; 197; 1; 96; 48; 3],0.003103130812633026,0.5572105229395705,tvm
12,1,1,1,192,96,6,[12; 1; 1; 1; 192; 96; 6],0.006607555063965265,0.26168486317834677,tvm
12,4,197,1,384,128,8,[12; 4; 197; 1; 384; 128; 8],0.003762894499232061,0.45951252239732476,tvm
12,3,1,1,192,64,4,[12; 3; 1; 1; 192; 64; 4],0.003276170000390266,0.5277800427484435,tvm
32,4,197,1,384,192,12,[32; 4; 197; 1; 384; 192; 12],0.0034067184060404543,0.5075550535058253,tvm
24,24,1,1,768,192,12,[24; 24; 1; 1; 768; 192; 12],0.005929071656282758,0.29163033322845744,tvm
8,1,197,1,96,48,3,[8; 1; 197; 1; 96; 48; 3],0.0031046062968016486,0.5569457050442921,tvm
24,3,197,1,768,64,4,[24; 3; 197; 1; 768; 64; 4],0.0033241212495340733,0.520166688594618,tvm
16,4,197,1,32,16,1,[16; 4; 197; 1; 32; 16; 1],0.004827834249226726,0.35815172054303485,tvm
24,4,1,1,192,32,2,[24; 4; 1; 1; 192; 32; 2],0.004155727407123777,0.4160756886732061,tvm
8,8,197,1,64,32,2,[8; 8; 197; 1; 64; 32; 2],0.0035414912199485116,0.48823985024090544,tvm
