kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
14,14,4,1,2048,64,4,[14; 14; 4; 1; 2048; 64; 4],0.18667998700402677,0.29957176573044775,tvm
8,1,4,1,32,32,2,[8; 1; 4; 1; 32; 32; 2],0.1379788579652086,0.4053088578790426,tvm
56,14,16,1,1024,128,8,[56; 14; 16; 1; 1024; 128; 8],0.19118948210962117,0.2925059094059813,tvm
128,1,16,4,1024,64,4,[128; 1; 16; 4; 1024; 64; 4],0.3647624369477853,0.15331637161240563,tvm
128,16,64,4,64,32,2,[128; 16; 64; 4; 64; 32; 2],0.2579569349763915,0.21679608396049352,tvm
8,8,8,4,128,16,1,[8; 8; 8; 4; 128; 16; 1],0.19880344904959202,0.28130323493222165,tvm
56,56,32,8,256,32,2,[56; 56; 32; 8; 256; 32; 2],0.18325038196053356,0.3051783725360946,tvm
448,32,64,16,32,16,1,[448; 32; 64; 16; 32; 16; 1],0.4526437158929184,0.12354982819768837,tvm
224,7,32,16,64,16,1,[224; 7; 32; 16; 64; 16; 1],0.30538357596378773,0.18312724630601873,tvm
224,8,64,16,2048,16,1,[224; 8; 64; 16; 2048; 16; 1],0.443244602996856,0.1261697332696683,tvm
14,1,4,1,2048,32,2,[14; 1; 4; 1; 2048; 32; 2],0.1664554850431159,0.3359700241710129,tvm
16,2,32,8,256,32,2,[16; 2; 32; 8; 256; 32; 2],0.25371865602210164,0.22041758461964162,tvm
16,16,16,4,1024,16,1,[16; 16; 16; 4; 1024; 16; 1],0.16263673407956958,0.34385868389347174,tvm
8,1,16,8,512,16,1,[8; 1; 16; 8; 512; 16; 1],0.3893727670656517,0.14362600074674467,tvm
56,7,64,2,2048,64,4,[56; 7; 64; 2; 2048; 64; 4],0.13059098296798766,0.4282382448031825,tvm
16,2,16,8,32,16,1,[16; 2; 16; 8; 32; 16; 1],0.31518012599553913,0.1774352147258322,tvm
224,112,16,8,64,32,2,[224; 112; 16; 8; 64; 32; 2],0.4293835700955242,0.13024264836423996,tvm
16,8,64,16,16,16,1,[16; 8; 64; 16; 16; 16; 1],0.2484831690089777,0.2250617357963299,tvm
56,4,16,16,16,16,1,[56; 4; 16; 16; 16; 16; 1],0.3018945639487356,0.18524365792432665,tvm
256,64,8,8,32,16,1,[256; 64; 8; 8; 32; 16; 1],0.4357644759584218,0.1283355032792285,tvm
16,16,16,2,256,32,2,[16; 16; 16; 2; 256; 32; 2],0.13100969803053886,0.42686956900165685,tvm
16,8,2,2,2048,32,2,[16; 8; 2; 2; 2048; 32; 2],0.146215331973508,0.38247735431374547,tvm
128,16,64,8,2048,32,2,[128; 16; 64; 8; 2048; 32; 2],0.20872042095288634,0.26793762238509883,tvm
14,14,32,1,256,32,2,[14; 14; 32; 1; 256; 32; 2],0.1283543270546943,0.43570056901551124,tvm
16,8,32,1,256,16,1,[16; 8; 32; 1; 256; 16; 1],0.16976206691469997,0.3294260864615497,tvm
2,2,4,2,128,128,8,[2; 2; 4; 2; 128; 128; 8],0.21222396194934845,0.2635143214727126,tvm
14,7,16,16,512,16,1,[14; 7; 16; 16; 512; 16; 1],0.23410894407425076,0.2388804646250349,tvm
28,2,32,2,2048,128,8,[28; 2; 32; 2; 2048; 128; 8],0.12025145592633635,0.46505926188196256,tvm
14,2,8,2,4096,64,4,[14; 2; 8; 2; 4096; 64; 4],0.14428598002996296,0.38759173498159655,tvm
14,14,2,1,16,16,1,[14; 14; 2; 1; 16; 16; 1],0.19186919403728098,0.29146968388509026,tvm
64,2,8,4,512,32,2,[64; 2; 8; 4; 512; 32; 2],0.3045126950601116,0.1836509749529286,tvm
28,4,64,1,256,128,8,[28; 4; 64; 1; 256; 128; 8],0.2115534939803183,0.26434946679980703,tvm
448,4,32,16,64,16,1,[448; 4; 32; 16; 64; 16; 1],0.3835839650128037,0.14579351181029332,tvm
112,112,32,8,2048,16,1,[112; 112; 32; 8; 2048; 16; 1],0.5007223960710689,0.11168674253866583,tvm
56,4,16,16,256,16,1,[56; 4; 16; 16; 256; 16; 1],0.316521626082249,0.17668319863490567,tvm
16,2,32,1,32,32,2,[16; 2; 32; 1; 32; 32; 2],0.15068460907787085,0.371133148073755,tvm
16,1,32,2,64,16,1,[16; 1; 32; 2; 64; 16; 1],0.16948772594332695,0.32995931134289413,tvm
8,1,8,1,256,128,8,[8; 1; 8; 1; 256; 128; 8],0.16566892701666802,0.33756513270413585,tvm
2,2,8,8,16,16,1,[2; 2; 8; 8; 16; 16; 1],0.40227854205295444,0.13901823609068292,tvm
8,8,32,4,1024,16,1,[8; 8; 32; 4; 1024; 16; 1],0.2809933880344033,0.19902266642119812,tvm
128,4,32,2,4096,64,4,[128; 4; 32; 2; 4096; 64; 4],0.3819626090116799,0.14641237653611078,tvm
8,2,64,1,128,128,8,[8; 2; 64; 1; 128; 128; 8],0.1477411480154842,0.3785272693797678,tvm
56,4,32,4,256,64,4,[56; 4; 32; 4; 256; 64; 4],0.15805371990427375,0.35382940285875014,tvm
64,32,8,8,16,16,1,[64; 32; 8; 8; 16; 16; 1],0.16633841302245855,0.3362064860254656,tvm
1,1,64,8,64,16,1,[1; 1; 64; 8; 64; 16; 1],0.590263162041083,0.0947442715888832,tvm
8,2,32,2,1024,128,8,[8; 2; 32; 2; 1024; 128; 8],0.16163337300531566,0.345993233287869,tvm
8,4,16,16,256,16,1,[8; 4; 16; 16; 256; 16; 1],0.2514000730589032,0.22245042594013203,tvm
56,14,8,4,4096,32,2,[56; 14; 8; 4; 4096; 32; 2],0.20174231205601245,0.2772053753295262,tvm
56,14,32,2,64,64,4,[56; 14; 32; 2; 64; 64; 4],0.14990398299414665,0.3730658266466277,tvm
256,256,8,8,4096,16,1,[256; 256; 8; 8; 4096; 16; 1],0.7377438170369714,0.07580416404971475,tvm
8,1,2,1,4096,128,8,[8; 1; 2; 1; 4096; 128; 8],0.2712277270620689,0.20618855579074127,tvm
4,4,2,1,128,128,8,[4; 4; 2; 1; 128; 128; 8],0.13276434794533998,0.4212279440890085,tvm
2,1,4,1,256,32,2,[2; 1; 4; 1; 256; 32; 2],0.2212207120610401,0.2527975469037571,tvm
28,14,32,1,64,32,2,[28; 14; 32; 1; 64; 32; 2],0.1845136620104313,0.3030889567959023,tvm
8,8,4,4,64,16,1,[8; 8; 4; 4; 64; 16; 1],0.1520392680540681,0.3678263783369811,tvm
256,8,8,8,64,32,2,[256; 8; 8; 8; 64; 32; 2],0.26883464702405035,0.2080239803626587,tvm
56,7,32,2,128,64,4,[56; 7; 32; 2; 128; 64; 4],0.14469598606228828,0.3864934671322487,tvm
2,2,32,1,32,16,1,[2; 2; 32; 1; 32; 16; 1],0.3567079500062391,0.1567782644943999,tvm
