kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
20,2,300,1,1024,128,8,[20; 2; 300; 1; 1024; 128; 8],0.5393744830507785,0.27121363520628855,tvm
20,20,150,25,32,16,1,[20; 20; 150; 25; 32; 16; 1],0.5664253570139408,0.25826123861561856,tvm
128,2,300,30,160,16,1,[128; 2; 300; 30; 160; 16; 1],0.5643625590018928,0.25920520763182603,tvm
320,10,60,15,1280,16,1,[320; 10; 60; 15; 1280; 16; 1],0.47958627506159246,0.3050248138709288,tvm
16,8,500,10,32,32,2,[16; 8; 500; 10; 32; 32; 2],0.39408515801187605,0.37120330799493306,tvm
4,4,60,6,16,16,1,[4; 4; 60; 6; 16; 16; 1],1.073194546974264,0.136308663418155,tvm
2,1,375,1,128,128,8,[2; 1; 375; 1; 128; 128; 8],0.7860006570117548,0.18611398474127047,tvm
160,40,60,5,512,32,2,[160; 40; 60; 5; 512; 32; 2],0.21469848894048482,0.681354186550727,tvm
80,2,30,6,5120,64,4,[80; 2; 30; 6; 5120; 64; 4],1.0144925089552999,0.14419595314346464,tvm
80,20,300,2,1280,64,4,[80; 20; 300; 2; 1280; 64; 4],0.2909512659534812,0.5027842508480551,tvm
5,1,150,2,256,32,2,[5; 1; 150; 2; 256; 32; 2],0.47116233105771244,0.31047837367923165,tvm
5,1,150,5,160,32,2,[5; 1; 150; 5; 160; 32; 2],0.6896509230136871,0.21211559269211772,tvm
256,2,500,5,640,32,2,[256; 2; 500; 5; 640; 32; 2],0.5745669710449874,0.25460167684135887,tvm
20,4,60,2,160,16,1,[20; 4; 60; 2; 160; 16; 1],0.42071718198712915,0.34770558595866796,tvm
40,2,20,2,2560,160,10,[40; 2; 20; 2; 2560; 160; 10],0.5256261660251766,0.2783075191859978,tvm
16,16,5,1,32,16,1,[16; 16; 5; 1; 32; 16; 1],0.47794973908457905,0.30606924185353984,tvm
2,1,15,1,128,16,1,[2; 1; 15; 1; 128; 16; 1],0.705827494035475,0.2072542023679825,tvm
10,5,50,1,512,32,2,[10; 5; 50; 1; 512; 32; 2],0.40110310702584684,0.36470850443022806,tvm
160,16,4,4,640,32,2,[160; 16; 4; 4; 640; 32; 2],0.22981880698353052,0.6365262974156748,tvm
64,2,150,30,1024,16,1,[64; 2; 150; 30; 1024; 16; 1],4.264933325001039,0.03429964858493507,tvm
80,20,60,5,1024,32,2,[80; 20; 60; 5; 1024; 32; 2],0.2610512999817729,0.5603715219802707,tvm
20,5,500,20,32,16,1,[20; 5; 500; 20; 32; 16; 1],0.4567775110481307,0.32025594681761854,tvm
4,4,30,1,32,16,1,[4; 4; 30; 1; 32; 16; 1],0.5552943929797038,0.26343812603751804,tvm
