i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
1,1,1,768,384,192,192,4,12,[1; 1; 1; 768; 384; 192; 192; 4; 12],0.022905542122316547,0.07548815625597037,tvm
197,1,1,768,96,16,32,16,1,[197; 1; 1; 768; 96; 16; 32; 16; 1],0.022702405745803844,0.07616360848350784,tvm
197,197,1,384,384,16,192,3,1,[197; 197; 1; 384; 384; 16; 192; 3; 1],0.012599719630088657,0.13723298562358377,tvm
197,197,1,256,32,16,192,2,1,[197; 197; 1; 256; 32; 16; 192; 2; 1],0.012585669122927357,0.13738619106927263,tvm
197,197,1,768,48,48,384,32,3,[197; 197; 1; 768; 48; 48; 384; 32; 3],0.005727821688196855,0.3018769153411741,tvm
197,1,1,768,384,16,32,4,1,[197; 1; 1; 768; 384; 16; 32; 4; 1],0.021924880005826708,0.07886461145500553,tvm
197,1,1,32,16,16,32,1,1,[197; 1; 1; 32; 16; 16; 32; 1; 1],0.014111872253124602,0.12252783414151812,tvm
197,197,1,768,256,128,32,4,8,[197; 197; 1; 768; 256; 128; 32; 4; 8],0.0032808926262077875,0.5270203386252588,tvm
1,1,1,384,48,48,256,8,3,[1; 1; 1; 384; 48; 48; 256; 8; 3],0.021574433871137444,0.0801456554171904,tvm
1,1,1,768,256,16,3,3,1,[1; 1; 1; 768; 256; 16; 3; 3; 1],0.022391812373825815,0.07722006213656538,tvm
1,1,1,192,64,32,128,32,2,[1; 1; 1; 192; 64; 32; 128; 32; 2],0.021894363628234714,0.0789745329993204,tvm
197,1,1,128,32,16,48,48,1,[197; 1; 1; 128; 32; 16; 48; 48; 1],0.010981956376781454,0.15744891743632106,tvm
197,1,1,64,32,16,256,2,1,[197; 1; 1; 64; 32; 16; 256; 2; 1],0.013398983996012248,0.12904688470198558,tvm
1,1,1,128,16,16,256,32,1,[1; 1; 1; 128; 16; 16; 256; 32; 1],0.0283828622486908,0.060920464176825576,tvm
1,1,1,96,32,16,96,2,1,[1; 1; 1; 96; 32; 16; 96; 2; 1],0.02693517049192451,0.06419477253264638,tvm
197,197,1,384,128,32,24,12,2,[197; 197; 1; 384; 128; 32; 24; 12; 2],0.004395349656988401,0.39339239828348105,tvm
1,1,1,96,16,16,32,4,1,[1; 1; 1; 96; 16; 16; 32; 4; 1],0.02824030673946254,0.06122798731647383,tvm
197,1,1,256,32,32,6,6,2,[197; 1; 1; 256; 32; 32; 6; 6; 2],0.007511106061429018,0.23020539567885892,tvm
197,1,1,384,384,96,768,64,6,[197; 1; 1; 384; 384; 96; 768; 64; 6],0.017008527749567293,0.10166060039506547,tvm
197,1,1,384,128,128,48,4,8,[197; 1; 1; 384; 128; 128; 48; 4; 8],0.015362497630121652,0.11255312674332699,tvm
197,197,1,96,96,96,192,24,6,[197; 197; 1; 96; 96; 96; 192; 24; 6],0.005727146188291954,0.30191252082790354,tvm
197,197,1,192,32,16,192,48,1,[197; 197; 1; 192; 32; 16; 192; 48; 1],0.012545560872240458,0.13782541573594476,tvm
197,197,1,128,64,16,256,1,1,[197; 197; 1; 128; 64; 16; 256; 1; 1],0.013064968996332027,0.13234605786991033,tvm
