i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
64,8,1,1024,512,16,8,2,1,[64; 8; 1; 1024; 512; 16; 8; 2; 1],0.013888189874705859,0.28762389297185786,tvm
16,16,2,1024,64,64,1024,4,4,[16; 16; 2; 1024; 64; 64; 1024; 4; 4],0.02460787200834602,0.16232916185277765,tvm
64,16,2,128,128,64,4096,1,4,[64; 16; 2; 128; 128; 64; 4096; 1; 4],0.02465728562674485,0.16200385146053828,tvm
32,1,1,128,128,32,64,32,2,[32; 1; 1; 128; 128; 32; 64; 32; 2],0.04900244725286029,0.0815178723112053,tvm
8,4,4,1024,512,64,64,16,4,[8; 4; 4; 1024; 512; 64; 64; 16; 4],0.012919804619741626,0.30918232555866026,tvm
64,8,8,64,32,16,2048,1,1,[64; 8; 8; 64; 32; 16; 2048; 1; 1],0.018108206742908806,0.2205947444055728,tvm
32,16,4,1024,64,32,32,8,2,[32; 16; 4; 1024; 64; 32; 32; 8; 2],0.011481259440188296,0.34792134599039476,tvm
16,8,4,256,16,16,1024,2,1,[16; 8; 4; 256; 16; 16; 1024; 2; 1],0.016870217499672435,0.2367826756337196,tvm
4,4,2,1024,1024,32,2,1,2,[4; 4; 2; 1024; 1024; 32; 2; 1; 2],0.017825059505412355,0.2240988444881396,tvm
32,32,1,1024,256,32,512,64,2,[32; 32; 1; 1024; 256; 32; 512; 64; 2],0.04902537100133486,0.08147975541044808,tvm
32,32,1,512,256,64,32,32,4,[32; 32; 1; 512; 256; 64; 32; 32; 4],0.016300000992487185,0.24506595060554742,tvm
8,2,2,16,16,16,4,1,1,[8; 2; 2; 16; 16; 16; 4; 1; 1],0.033307921228697523,0.11992868635265001,tvm
32,8,4,128,128,64,1024,1,4,[32; 8; 4; 128; 128; 64; 1024; 1; 4],0.01546727136883419,0.25825985352168296,tvm
32,16,4,1024,256,32,2048,1,2,[32; 16; 4; 1024; 256; 32; 2048; 1; 2],0.02046590601094067,0.19518193995222186,tvm
4,4,2,512,128,128,4,2,8,[4; 4; 2; 512; 128; 128; 4; 2; 8],0.019102618491160683,0.20911139695029976,tvm
32,8,2,256,128,128,256,2,8,[32; 8; 2; 256; 128; 128; 256; 2; 8],0.013557191385189071,0.2946462231446568,tvm
64,64,8,256,32,32,512,8,2,[64; 64; 8; 256; 32; 32; 512; 8; 2],0.012326761752774473,0.3240571464112341,tvm
4,4,4,1024,64,32,4096,16,2,[4; 4; 4; 1024; 64; 32; 4096; 16; 2],0.013252462362288497,0.3014213607172574,tvm
