kc,ku,mc,mr,nc,nr,X,time,peak,backend
7168,16,64,1,256,64,[7168; 16; 64; 1; 256; 64],2.2180879859952256,0.025212729921640586,tvm
448,16,64,1,512,16,[448; 16; 64; 1; 512; 16],1.0002808310091496,0.05590835253427125,tvm
3584,7,4,1,512,16,[3584; 7; 4; 1; 512; 16],2.535589079023339,0.02205564529204954,tvm
1024,4,8,1,256,64,[1024; 4; 8; 1; 256; 64],1.2542908939067274,0.04458619097452525,tvm
28,7,1,1,64,16,[28; 7; 1; 1; 64; 16],0.24746472795959562,0.2259879773349527,tvm
1024,2,4,1,2048,16,[1024; 2; 4; 1; 2048; 16],0.9701096739154309,0.05764714530432412,tvm
512,16,64,1,128,16,[512; 16; 64; 1; 128; 16],1.274434680934064,0.04388145910494623,tvm
3584,8,4,1,32,16,[3584; 8; 4; 1; 32; 16],2.8384857120690867,0.01970207322007904,tvm
7168,16,1,1,64,16,[7168; 16; 1; 1; 64; 16],2.7427340609719977,0.02038989274574962,tvm
16,1,16,1,512,16,[16; 1; 16; 1; 512; 16],0.1654444030718878,0.33802324101005454,tvm
1792,4,32,1,128,128,[1792; 4; 32; 1; 128; 128],0.8115001260302961,0.06891441114975932,tvm
3584,1,1,1,16,16,[3584; 1; 1; 1; 16; 16],2.8333681270014495,0.019737658795688402,tvm
512,2,8,1,256,16,[512; 2; 8; 1; 256; 16],1.6419369019567966,0.034059806601998664,tvm
3584,28,64,1,4096,64,[3584; 28; 64; 1; 4096; 64],2.1637833279091865,0.025845495993987274,tvm
56,28,16,1,1024,128,[56; 28; 16; 1; 1024; 128],0.1949495190056041,0.2868642796278237,tvm
112,16,8,1,4096,16,[112; 16; 8; 1; 4096; 16],0.9577146440278739,0.058393231931938266,tvm
512,2,32,1,512,16,[512; 2; 32; 1; 512; 16],1.0097533699590713,0.05538387392121318,tvm
448,2,32,1,256,64,[448; 2; 32; 1; 256; 64],0.9962557249236852,0.056134235351688655,tvm
448,14,64,1,128,64,[448; 14; 64; 1; 128; 64],0.9001440589781851,0.06212789250291397,tvm
1792,32,32,1,128,128,[1792; 32; 32; 1; 128; 128],0.783815962029621,0.07134844917998738,tvm
1024,64,4,1,4096,16,[1024; 64; 4; 1; 4096; 16],0.9629234750755131,0.0580773600196503,tvm
8,8,64,1,1024,128,[8; 8; 64; 1; 1024; 128],0.14000332809519023,0.39944802808765933,tvm
256,16,32,1,2048,64,[256; 16; 32; 1; 2048; 64],0.7349042939022183,0.07609705617092806,tvm
32,2,16,1,16,16,[32; 2; 16; 1; 16; 16],0.2556120159570128,0.21878491558369575,tvm
14336,14,1,1,256,16,[14336; 14; 1; 1; 256; 16],2.7519839559681714,0.020321358782652777,tvm
2,1,2,1,1024,128,[2; 1; 2; 1; 1024; 128],0.21026071696542203,0.2659748056624871,tvm
