kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
5,1,30,10,1280,16,1,[5; 1; 30; 10; 1280; 16; 1],0.20595914800651371,0.17756641996922592,tvm
160,5,750,6,1280,32,2,[160; 5; 750; 6; 1280; 32; 2],0.08412456850055605,0.434729463975638,tvm
8,2,75,1,80,16,1,[8; 2; 75; 1; 80; 16; 1],0.13014994899276644,0.2809945670701812,tvm
8,1,50,1,1280,160,10,[8; 1; 50; 1; 1280; 160; 10],0.1640229499898851,0.22296531414465992,tvm
20,1,15,1,160,16,1,[20; 1; 15; 1; 160; 16; 1],0.11262695002369583,0.3247129444927189,tvm
8,4,75,5,32,16,1,[8; 4; 75; 5; 32; 16; 1],0.12960960902273655,0.2821660280219894,tvm
160,16,15,5,640,32,2,[160; 16; 15; 5; 640; 32; 2],0.05402887100353837,0.6768867809403883,tvm
20,1,12,1,640,64,4,[20; 1; 12; 1; 640; 64; 4],0.09327748400392011,0.392071344568981,tvm
1,1,20,1,320,80,5,[1; 1; 20; 1; 320; 80; 5],0.49244680698029697,0.07426472880530184,tvm
10,1,1,1,80,16,1,[10; 1; 1; 1; 80; 16; 1],0.13420685997698456,0.27250044131648926,tvm
64,16,750,2,320,80,5,[64; 16; 750; 2; 320; 80; 5],0.07485232199542224,0.4885810833452191,tvm
40,10,1500,2,256,128,8,[40; 10; 1500; 2; 256; 128; 8],0.07602389348903671,0.48105177060817705,tvm
32,8,12,4,640,32,2,[32; 8; 12; 4; 640; 32; 2],0.07663954101735726,0.47718746858290695,tvm
80,80,50,5,128,32,2,[80; 80; 50; 5; 128; 32; 2],0.0803025005152449,0.4554207943311271,tvm
160,20,12,6,256,32,2,[160; 20; 12; 6; 256; 32; 2],0.053098811011295766,0.6887428903756186,tvm
10,2,750,1,32,16,1,[10; 2; 750; 1; 32; 16; 1],0.16094005096238106,0.22723634268002663,tvm
16,16,750,5,128,16,1,[16; 16; 750; 5; 128; 16; 1],0.0984909709659405,0.37131757574077995,tvm
5,5,125,1,128,128,8,[5; 5; 125; 1; 128; 128; 8],0.10508962499443442,0.3480022749473643,tvm
160,10,150,15,160,16,1,[160; 10; 150; 15; 160; 16; 1],0.07743308099452406,0.47229721588909584,tvm
4,4,1500,4,256,64,4,[4; 4; 1500; 4; 256; 64; 4],0.2201269989600405,0.16613786016347482,tvm
20,2,750,2,64,16,1,[20; 2; 750; 2; 64; 16; 1],0.11295575299300253,0.3237677373873478,tvm
160,160,1500,30,256,16,1,[160; 160; 1500; 30; 256; 16; 1],0.2986142319859937,0.12247048082136934,tvm
