kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
8,1,1500,4,640,16,1,[8; 1; 1500; 4; 640; 16; 1],0.8960960539989173,0.16324780544775286,tvm
32,1,100,2,64,64,4,[32; 1; 100; 2; 64; 64; 4],0.30592269299086183,0.4781786955898822,tvm
160,80,250,10,64,16,1,[160; 80; 250; 10; 64; 16; 1],0.5559916440397501,0.2631077568411365,tvm
4,4,60,2,16,16,1,[4; 4; 60; 2; 16; 16; 1],0.797445458942093,0.18344290840878302,tvm
20,10,1500,20,16,16,1,[20; 10; 1500; 20; 16; 16; 1],0.6022158080013469,0.2429124449110893,tvm
128,4,150,2,320,64,4,[128; 4; 150; 2; 320; 64; 4],0.2668612429406494,0.5481714492285739,tvm
64,1,1500,3,1280,80,5,[64; 1; 1500; 3; 1280; 80; 5],0.494868268026039,0.2956053635631716,tvm
4,4,4,2,640,160,10,[4; 4; 4; 2; 640; 160; 10],0.7084552849410102,0.2064854584264903,tvm
8,2,100,2,160,16,1,[8; 2; 100; 2; 160; 16; 1],0.4506166731007397,0.3246344909501622,tvm
5,1,75,5,640,64,4,[5; 1; 75; 5; 640; 64; 4],0.7101910799974576,0.20598078236386466,tvm
2,2,60,2,256,16,1,[2; 2; 60; 2; 256; 16; 1],1.5030531249940395,0.09732571114962713,tvm
512,256,300,12,32,16,1,[512; 256; 300; 12; 32; 16; 1],0.6830936829792336,0.2141517597523464,tvm
40,5,300,3,160,80,5,[40; 5; 300; 3; 160; 80; 5],0.3335750780533999,0.4385390993217315,tvm
80,4,20,4,1280,64,4,[80; 4; 20; 4; 1280; 64; 4],0.3564025389496237,0.4104508197860826,tvm
16,4,30,15,1280,16,1,[16; 4; 30; 15; 1280; 16; 1],0.6913014650344849,0.21160914837409897,tvm
1,1,30,5,128,32,2,[1; 1; 30; 5; 128; 32; 2],1.434180482989177,0.10199951541720864,tvm
