kc,ku,mc,mr,nc,nr,X,time,peak,backend
640,64,6,1,16,16,[640; 64; 6; 1; 16; 16],0.28784401807934046,0.12705293935046494,tvm
128,16,125,1,16,16,[128; 16; 125; 1; 16; 16],0.25902946398127824,0.14118636547876204,tvm
10,2,3,1,640,128,[10; 2; 3; 1; 640; 128],0.13862443005200475,0.26381661989671557,tvm
2,1,30,1,64,16,[2; 1; 30; 1; 64; 16],0.21183379599824548,0.17264208668446596,tvm
40,4,30,1,256,16,[40; 4; 30; 1; 256; 16],0.15088804299011827,0.24237459673211917,tvm
128,1,15,1,64,16,[128; 1; 15; 1; 64; 16],0.26450875704176724,0.1382616930359465,tvm
32,16,6,1,1280,128,[32; 16; 6; 1; 1280; 128],0.07722672849195078,0.4735592104648115,tvm
40,40,125,1,1280,128,[40; 40; 125; 1; 1280; 128],0.058536624477710575,0.624761487320714,tvm
40,10,50,1,256,16,[40; 10; 50; 1; 256; 16],0.1510974469128996,0.24203869303304798,tvm
640,2,100,1,256,64,[640; 2; 100; 1; 256; 64],0.10741891502402723,0.340456134408436,tvm
320,40,300,1,640,128,[320; 40; 300; 1; 640; 128],0.10698339703958482,0.34184209497382867,tvm
64,16,30,1,128,16,[64; 16; 30; 1; 128; 16],0.19034692097920924,0.19213039214552416,tvm
128,8,3,1,128,128,[128; 8; 3; 1; 128; 128],0.10792884603142738,0.33884758260807757,tvm
1280,16,6,1,160,16,[1280; 16; 6; 1; 160; 16],0.4293988220160827,0.08516890754315769,tvm
40,2,20,1,1280,64,[40; 2; 20; 1; 1280; 64],0.11680137400981039,0.31310786265542445,tvm
20,5,75,1,640,64,[20; 5; 75; 1; 640; 64],0.08565111149800941,0.4269813658200865,tvm
20,20,500,1,64,64,[20; 20; 500; 1; 64; 64],0.08498727297410369,0.43031653201264836,tvm
160,2,10,1,1280,128,[160; 2; 10; 1; 1280; 128],0.11289089708589017,0.32395374220123463,tvm
640,1,10,1,64,16,[640; 1; 10; 1; 64; 16],0.2936741829616949,0.12453062166584365,tvm
1280,64,20,1,128,16,[1280; 64; 20; 1; 128; 16],0.4471777289872989,0.08178275929405085,tvm
32,1,300,1,16,16,[32; 1; 300; 1; 16; 16],0.24266526591964066,0.15070730634988905,tvm
1280,20,15,1,256,64,[1280; 20; 15; 1; 256; 64],0.31955659796949476,0.11444429188384252,tvm
20,2,2,1,128,64,[20; 2; 2; 1; 128; 64],0.1531914359657094,0.23873024194129744,tvm
256,1,60,1,640,128,[256; 1; 60; 1; 640; 128],0.12088996090460569,0.3025183257382894,tvm
160,1,300,1,256,16,[160; 1; 300; 1; 256; 16],0.28242280206177384,0.12949177015611285,tvm
40,1,12,1,128,64,[40; 1; 12; 1; 128; 64],0.11963010800536722,0.30570421761876027,tvm
80,4,375,1,64,64,[80; 4; 375; 1; 64; 64],0.11472839093767107,0.3187652879338025,tvm
320,8,375,1,256,128,[320; 8; 375; 1; 256; 128],0.1063129500253126,0.34399787196875914,tvm
128,32,4,1,32,16,[128; 32; 4; 1; 32; 16],0.2503378039691597,0.14608831743180897,tvm
20,2,15,1,16,16,[20; 2; 15; 1; 16; 16],0.13952899200376123,0.26210630526480644,tvm
32,2,60,1,64,64,[32; 2; 60; 1; 64; 64],0.08990135049680248,0.4067950967291566,tvm
32,32,12,1,160,16,[32; 32; 12; 1; 160; 16],0.13880015804897994,0.26348261475698903,tvm
320,5,10,1,640,64,[320; 5; 10; 1; 640; 64],0.11022853595204651,0.3317782301611853,tvm
40,2,500,1,64,16,[40; 2; 500; 1; 64; 16],0.20483169401995838,0.1785437978551558,tvm
40,5,15,1,640,16,[40; 5; 15; 1; 640; 16],0.1500691220862791,0.24369722473889463,tvm
640,16,1,1,640,16,[640; 16; 1; 1; 640; 16],0.5309254870517179,0.06888241281184927,tvm
320,32,2,1,640,16,[320; 32; 2; 1; 640; 16],0.2761530940188095,0.13243171763607905,tvm
320,2,250,1,32,16,[320; 2; 250; 1; 32; 16],0.28259121091105044,0.12941460016935893,tvm
256,4,4,1,32,16,[256; 4; 4; 1; 32; 16],0.2770796890836209,0.13198884657471788,tvm
1280,2,30,1,640,64,[1280; 2; 30; 1; 640; 64],0.31084786693099886,0.11765056949722161,tvm
1280,40,1,1,320,64,[1280; 40; 1; 1; 320; 64],0.36615193798206747,0.09988047249723879,tvm
40,40,750,1,64,16,[40; 40; 750; 1; 64; 16],0.15731135907117277,0.23247799006607317,tvm
4,1,30,1,640,16,[4; 1; 30; 1; 640; 16],0.14981571200769395,0.24410943339207578,tvm
640,8,1,1,32,16,[640; 8; 1; 1; 32; 16],0.28602671495173126,0.12786018459010104,tvm
80,5,750,1,640,64,[80; 5; 750; 1; 640; 64],0.11230987100861967,0.3256296908098288,tvm
5,1,500,1,128,128,[5; 1; 500; 1; 128; 128],0.09223769803065807,0.3964911240442376,tvm
128,2,30,1,256,64,[128; 2; 30; 1; 256; 64],0.10919049510266632,0.3349323449540393,tvm
2,2,3,1,320,16,[2; 2; 3; 1; 320; 16],0.2408267380669713,0.15185784130522276,tvm
160,32,25,1,1280,128,[160; 32; 25; 1; 1280; 128],0.10627584799658507,0.3441179652841134,tvm
320,5,750,1,32,16,[320; 5; 750; 1; 32; 16],0.2847764369798824,0.1284215399254121,tvm
160,8,10,1,256,16,[160; 8; 10; 1; 256; 16],0.2549038070719689,0.14347148829010264,tvm
640,10,1500,1,128,16,[640; 10; 1500; 1; 128; 16],0.28834944404661655,0.12683023784681266,tvm
80,16,300,1,128,16,[80; 16; 300; 1; 128; 16],0.2288713480811566,0.15979033145931631,tvm
128,64,60,1,64,16,[128; 64; 60; 1; 64; 16],0.24948201410006732,0.14658943933633534,tvm
